# synset_id	definitions
00001740-v	생물이 숨을 들이마시고 내쉼을 통하여 산소를 받아들이어 삭임을 돕고 그 결과 생기는 탄산가스를 밖으로 내보내는 작용	눈 앞에 보이는 형상을 갖춘 일/1/4과 물건/0/1
05790944-n	어떻게 할 태도나 방향 등을 정함.
05791602-n	교제가 서로 성기어 왕래가 막힘
05793210-n	사물의 근본 이치.
05793554-n
05794189-n
05794694-n	미리 마련하여 갖춤.
05796423-n	수효를 세는 일
05797473-n
05797597-n	진리, 학문 따위를 더듬어 파고들어 깊이 연구함.
05798043-n	진리, 학문 따위를 더듬어 파고들어 깊이 연구함.
05798863-n
05799212-n	사물의 성질을 실지로 증험하여 봄.
05799761-n	사물의 성질을 실지로 증험하여 봄.
05799952-n	사물의 성질을 실지로 증험하여 봄.
05800611-n	진리, 학문 따위를 더듬어 파고들어 깊이 연구함.	사물의 내용을 자세히 살펴봄.
05800998-n	진리, 학문 따위를 더듬어 파고들어 깊이 연구함.
05802185-n
05803379-n
05803938-n
05804793-n
05805012-n
05805157-n
05805277-n
05805475-n	사리를 분별하여 해석함.
05805902-n	사리를 분별하여 해석함.
05806623-n	사리를 분별하여 해석함.
05806855-n	사리를 분별하여 해석함.
05807012-n	사리를 분별하여 해석함.
05807306-n	사리를 분별하여 해석함.
05807540-n	사리를 분별하여 해석함.
05808218-n
05808794-n	읽는 일.
05809878-n
05810561-n	재물과 집.	사람이 세상을 살아 나가는 일.
05811214-n
05813457-n	늘 변하지 않고 일정하게 있는, 사물의 근원을 이루는 것.
05815517-n	이야기가 될 만 한 거리.
05816287-n	사물을 분별하고 판단하여 아는 일. 또는, 그 작용.
05816790-n
05817145-n
05817396-n	일의 항목.
05818741-n	보고 들음.
05819149-n	일의 항목.
05819453-n	일의 항목.
05819773-n
05820170-n
05822746-n
05823054-n
05825245-n
05826291-n
05833840-n
05835747-n	하나의 사물을 나타내는 여러 관념 속에서 공통되는 요소를 가려 내어 종합한 하나의 관념.
05836468-n	사리를 분별하여 해석함.
05836598-n	하나의 사물을 나타내는 여러 관념 속에서 공통되는 요소를 가려 내어 종합한 하나의 관념.
05837271-n	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
05837370-n	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
05837850-n	생각하여 낸 안
05837957-n	어떻게 할 태도나 방향 등을 정함.
05838176-n	어떻게 할 태도나 방향 등을 정함.
05839024-n	물건의 같은 것과 다른 것을 각각 부문을 따라서 나눌 수가 있는 갈래.
05839547-n	비슷한 부류나 비슷한 부류의 형태.
05840076-n	물건의 같은 것과 다른 것을 각각 부문을 따라서 나눌 수가 있는 갈래.
05840188-n	비슷한 부류나 비슷한 부류의 형태.
05840650-n	비슷한 부류나 비슷한 부류의 형태.
05841351-n
05844105-n	물건의 같은 것과 다른 것을 각각 부문을 따라서 나눌 수가 있는 갈래.
05844881-n	물건의 같은 것과 다른 것을 각각 부문을 따라서 나눌 수가 있는 갈래.
05845013-n	물건의 같은 것과 다른 것을 각각 부문을 따라서 나눌 수가 있는 갈래.
05845140-n	일정한 모양을 이루는 본.
05845332-n	물건의 같은 것과 다른 것을 각각 부문을 따라서 나눌 수가 있는 갈래.
05845562-n	물건의 같은 것과 다른 것을 각각 부문을 따라서 나눌 수가 있는 갈래.
05845652-n	물건의 같은 것과 다른 것을 각각 부문을 따라서 나눌 수가 있는 갈래.
05845888-n	물건의 같은 것과 다른 것을 각각 부문을 따라서 나눌 수가 있는 갈래.
05846054-n	하나의 사물을 나타내는 여러 관념 속에서 공통되는 요소를 가려 내어 종합한 하나의 관념.
05846932-n
05847956-n
05849284-n	물건이 된 바탕.
05849789-n
05853636-n
05854150-n	하나의 사물을 나타내는 여러 관념 속에서 공통되는 요소를 가려 내어 종합한 하나의 관념.
05855904-n
05860869-n
05861067-n
05865998-n	두 선이 맞닿은 자리. 크기, 길이, 두께가 없다
05867413-n	전체를 몇으로 나눈 것의 하나하나.
05868272-n	전체를 몇으로 나눈 것의 하나하나.
05868477-n	맨 끝의 마디	모가 진 가장자리.
05868954-n	전체를 몇으로 나눈 것의 하나하나.
05869584-n	한데 모은 수효나 양.
05870055-n
05870916-n	하나의 사물을 나타내는 여러 관념 속에서 공통되는 요소를 가려 내어 종합한 하나의 관념.
05871245-n
05871618-n	생각이 지녀야 하는 형식이나 법칙
05872742-n
05872982-n	하나의 사물을 나타내는 여러 관념 속에서 공통되는 요소를 가려 내어 종합한 하나의 관념.
05874232-n	사물의 근본 이치.
05889896-n	하나의 사물을 나타내는 여러 관념 속에서 공통되는 요소를 가려 내어 종합한 하나의 관념.
05890249-n
05891572-n	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
05891783-n
05892096-n
05893512-n
05893653-n
05895723-n
05897553-n
05898171-n
05898568-n	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
05902327-n	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
05902872-n
05905152-n
05905348-n
05905802-n	모책과 방략.
05906554-n	모책과 방략.
05906867-n
05906998-n
05907682-n
05908520-n
05908882-n
05910940-n	그날에 할 일. 또는, 그 차례.
05912552-n	길을 인도해 주는 사람이나 사물
05913538-n
05916739-n
05917477-n	보람이 드러나는 일.
05919034-n
05919263-n	의지나 결심.
05919866-n
05920272-n	주장되는 제목이나 문제
05920791-n	말이나 글 또는 어떤 행동으로 나타내는 속내
05921123-n
05922651-n
05925366-n
05926236-n
05929008-n
05930136-n
05930386-n
05930574-n
05930736-n	일정한 모양을 이루는 본.
05931341-n	일정한 모양을 이루는 본.
05933246-n	산과 물 따위의 자연계의 아름다운 현상.	멀리 바라봄.
05933834-n	산과 물 따위의 자연계의 아름다운 현상.	멀리 바라봄.
05934278-n	산과 물 따위의 자연계의 아름다운 현상.	멀리 바라봄.
05935060-n	지난 일을 마음속에 간직하거나 도로 생각해 냄.
05935292-n	지난 일을 마음속에 간직하거나 도로 생각해 냄.
05937112-n
05938795-n
05939432-n
05939636-n
05940302-n
05941210-n
05941423-n	굳게 믿음. 또는, 그러한 믿음.	믿는 마음.
05942579-n	믿고 받드는 일.	믿는 마음.
05942888-n	굳게 믿음. 또는, 그러한 믿음.
05943066-n	믿는 마음.
05943300-n	굳게 믿음. 또는, 그러한 믿음.	믿는 마음.
05944686-n	굳게 믿음. 또는, 그러한 믿음.	믿는 마음.
05944958-n	어떤 일을 직접 대하기 전에 미리 상상함. 또는 그 상상.
05945642-n	마음에 생각하는 점.
05946687-n	믿고 받드는 일.	믿는 마음.
05948264-n	믿고 받드는 일.	믿는 마음.
05948537-n	믿고 받드는 일.	믿는 마음.
05949603-n	마음에 생각하는 점.
05949726-n	굳게 믿음. 또는, 그러한 믿음.	믿는 마음.
05949937-n	마음에 생각하는 점.
05950733-n	앞일에 대한 바람.
05951180-n	어떤 일을 직접 대하기 전에 미리 상상함. 또는 그 상상.
05951323-n	어느 때로 기약하여 바람.
05951566-n	무엇이 잘못될까 속을 태움.
05954481-n	지역, 사회, 인생 등에 관한 일정한 인식이나 견해.
05955323-n	정당한 도리.
05956019-n	사람으로서 마땅히 갖추고 닦아야 할 행동 규범.
05957428-n	지나간 일에 거슬러 올라가서 미치게 함.
05959954-n
05979909-n
05980051-n
05980875-n	이루려 하는 일. 또는, 나아가려고 하는 방향.
05981230-n	이루려 하는 일. 또는, 나아가려고 하는 방향.
05982152-n	이루려 하는 일. 또는, 나아가려고 하는 방향.
05982720-n	이루려 하는 일. 또는, 나아가려고 하는 방향.
05982915-n	무엇을 하겠다고 속으로 먹는 마음
05983347-n
05983654-n	생물이 어떤 요구하는 바의 목적을 이루고자 하는 마음의 능동적 작용.
05983943-n	처리해야 할 일.
05984066-n
05984287-n
05984584-n
05984936-n
05985381-n
05985602-n
05985999-n
05986295-n
05986395-n
05988097-n
05988282-n
05988956-n	그른 것.
05989479-n	한문체 가운데, 논설 식으로 쓴 글	주의나 학설. 또는, 견해나 풍설.
05996646-n
05998724-n	한문체 가운데, 논설 식으로 쓴 글
05999540-n
05999797-n
06000400-n
06000644-n
06004067-n
06004599-n
06004685-n
06008609-n	한 점이 죽 이어 움직인 자취. 직선과 곡선의 구별이 있다.
06009233-n
06009433-n
06011446-n
06018465-n
06023675-n
06024230-n
06026276-n
06037298-n
06037666-n
06042187-n
06043075-n
06045562-n
06047430-n
06048052-n
06049500-n
06050024-n
06050257-n
06051542-n
06052300-n
06054446-n
06054700-n
06054892-n
06055300-n
06055946-n
06056923-n
06060845-n
06061631-n
06062842-n
06063588-n
06066555-n
06071934-n	숲을 기르는 사업.	농업과 임업.
06072275-n
06075527-n
06077648-n
06079620-n
06080522-n
06084469-n
06090869-n
06094587-n
06095022-n
06099269-n
06100236-n
06100778-n
06109227-n
06113597-n
06115701-n
06118563-n
06119226-n
06122178-n
06122578-n
06125041-n
06127683-n
06133018-n
06134716-n
06135915-n
06136258-n
06143546-n
06144081-n
06146880-n
06148148-n
06149192-n	마음에 생각하는 점.
06149344-n
06149484-n
06150633-n
06151693-n
06153846-n
06155567-n
06156015-n
06156752-n	사물을 분별하고 판단하여 아는 일. 또는, 그 작용.
06158346-n
06159473-n
06161223-n
06161718-n
06162653-n
06162847-n
06163751-n
06169285-n
06169488-n
06171040-n
06172294-n
06172789-n
06182144-n
06185955-n
06193727-n	약속이 확실하다고 믿고 의심하지 않음.
06194216-n	약속이 확실하다고 믿고 의심하지 않음.
06194409-n	일, 상태, 내용의 안.
06195839-n	일, 상태, 내용의 안.
06196284-n	취하는 입장이나 생각.
06197215-n
06199142-n
06201908-n
06204406-n	일, 상태, 내용의 안.
06206800-n	높여서 중히 여김.	높이어 공경함.
06207029-n	높여서 중히 여김.	높이어 공경함.
06207199-n	세상 사람들의 평.
06207437-n	예절에 벗어남.
06208751-n	처하여 있는 사정이나 형편
06210363-n	취하는 입장이나 생각.
06210791-n	처하여 있는 사정이나 형편
06210964-n	시간의 어느 한 시점.
06211078-n	일정한 방향, 목표를 정하여 향해 나감 + 한쪽으로 치우침
06211811-n	취하는 입장이나 생각.
06228549-n
06242048-n
06251781-n	우편, 전신, 전화 따위로써 뜻을 통하는 일.
06253140-n	어떤 사실이나 내용 따위를 널리 드러내어 알림.
06253371-n	어떤 사실이나 내용 따위를 널리 드러내어 알림.	한 군데로 모아서 배달함.
06253518-n	어떤 사실이나 내용 따위를 널리 드러내어 알림.	상인끼리 또는 상인과 손님 사이에 재화나 서비스를 사고 파는 일.
06253690-n	우편, 전신, 전화 따위로써 뜻을 통하는 일.
06254007-n	라디오나 텔레비전을 통해서 널리 듣고 볼 수 있게 소리나 영상을 전자파로 바꾸어 내어 보냄.
06254669-n
06255081-n
06255613-n	식물성 섬유를 원료로 하여 만든, 글을 쓰거나 그림을 그리거나 인쇄하는 데에 쓰이는 얇은 물건.
06255777-n	식물성 섬유를 원료로 하여 만든, 글을 쓰거나 그림을 그리거나 인쇄하는 데에 쓰이는 얇은 물건.
06257250-n
06258852-n
06259166-n
06260518-n
06260628-n
06262567-n
06263369-n
06264398-n	체신부 관할 아래 일정한 절차에 따라 편지나 소포 따위를 받아서 보내는 업무.
06264812-n	체신부 관할 아래 일정한 절차에 따라 편지나 소포 따위를 받아서 보내는 업무.
06267145-n	세상의 물정과 새로운 소식을 알려 주는 정기 간행물의 하나. 흔히는 일간이고, 주간 또는 순간으로 하는 것도 있다.
06267564-n	세상의 물정과 새로운 소식을 알려 주는 정기 간행물의 하나. 흔히는 일간이고, 주간 또는 순간으로 하는 것도 있다.
06267655-n	세상의 물정과 새로운 소식을 알려 주는 정기 간행물의 하나. 흔히는 일간이고, 주간 또는 순간으로 하는 것도 있다.
06268567-n	‘어떤 문제에 대하여 자기의 생각이나 주장을 조리 있게 풀어 밝히는 글’의 준말.
06270690-n
06270879-n
06271192-n
06272290-n
06272803-n
06274921-n	전기 힘으로, 서로 떨어진 곳에서 글자 또는 부호로 주고받는 통신. 유선전신과 무선전신의 두 가지가 있다.
06275353-n
06275471-n
06275634-n	체신부 관할 아래 일정한 절차에 따라 편지나 소포 따위를 받아서 보내는 업무.
06276501-n
06276697-n	라디오나 텔레비전을 통해서 널리 듣고 볼 수 있게 소리나 영상을 전자파로 바꾸어 내어 보냄.
06277135-n	라디오나 텔레비전을 통해서 널리 듣고 볼 수 있게 소리나 영상을 전자파로 바꾸어 내어 보냄.
06277280-n	라디오나 텔레비전을 통해서 널리 듣고 볼 수 있게 소리나 영상을 전자파로 바꾸어 내어 보냄.
06282651-n	사람이 생각이나 느낌을 소리나 글자로 나타내는 수단.	사람의 생각이나 느낌을 입으로 나타내는 소리 + 사람이 생각이나 느낌을 소리나 글자로 나타내는 수단
06283764-n	행사 때 하는 ‘말’의 뜻
06284898-n
06285090-n	구절을 모아서 한 문제를 논술한 글의 한 편.	한 가지의 짜인 생각을 나타내는 말
06286395-n	낱말의 수효. 또는 낱말의 전체.
06290637-n	낱말의 수효. 또는 낱말의 전체.
06291603-n	낱말의 수효. 또는 낱말의 전체.
06291809-n	낱말의 수효. 또는 낱말의 전체.
06293746-n	낱말의 수효. 또는 낱말의 전체.
06295235-n	인도게르만말 따위에서, 둘 이상의 사람이나 사물의 존재를 나타내는 수의 개념이 임자씨나 풀이씨의 어형 변화로써 나타내는 문법범주.
06299916-n	인도게르만말 따위에서, 하나의 사람이나 사물의 존재를 나타내는 수의 개념이 임자씨나 풀이씨의 일정한 형태로 나타나는 문법 범주.
06300193-n
06300445-n
06303682-n	낱말의 수효. 또는 낱말의 전체.
06303888-n	낱말의 수효. 또는 낱말의 전체.
06304059-n	낱말의 수효. 또는 낱말의 전체.
06304576-n	낱말의 수효. 또는 낱말의 전체.
06309931-n
06310125-n
06310237-n
06313651-n
06316048-n	마디나 월의 형식을 갖추지 못한 채 둘 이상의 낱말이 모여 한 구실을 하게 된 말.
06317464-n
06317862-n
06319293-n
06320440-n
06320569-n
06320801-n
06321702-n
06323612-n
06324355-n
06324669-n
06325145-n
06325370-n
06325826-n
06326526-n
06326797-n	생각과 말을 하고 기구를 만들어 쓰며 사회를 이루어 사는 동물
06329734-n	지금 이때.
06333285-n
06333653-n
06336723-n	사물이나 현상을 서로 다른 것 끼리 구별하여 부르는 일컬음	어떠한 뜻으로 일컫는 이름.	불러 일컬음. 또는, 이름을 지어 부름.
06336904-n
06337111-n
06337307-n
06337693-n	사물이나 현상을 서로 다른 것 끼리 구별하여 부르는 일컬음	어떠한 뜻으로 일컫는 이름.	불러 일컬음. 또는, 이름을 지어 부름.
06338908-n	사물이나 현상을 서로 다른 것 끼리 구별하여 부르는 일컬음	어떠한 뜻으로 일컫는 이름.	불러 일컬음. 또는, 이름을 지어 부름.
06339416-n	사물이나 현상을 서로 다른 것 끼리 구별하여 부르는 일컬음	어떠한 뜻으로 일컫는 이름.	불러 일컬음. 또는, 이름을 지어 부름.
06340047-n
06341249-n
06341340-n
06341431-n
06343117-n	사물이나 현상을 서로 다른 것 끼리 구별하여 부르는 일컬음	어떠한 뜻으로 일컫는 이름.	불러 일컬음. 또는, 이름을 지어 부름.
06343520-n	제목의 이름.
06343971-n
06344461-n
06345320-n
06345993-n
06346461-n
06346891-n
06347037-n
06347225-n
06350918-n	글씨를 써 놓은 모양새	써 놓은 글씨의 생김새나 그 솜씨.
06351888-n
06353445-n	적어서 나타냄.
06362792-n
06362953-n	글을 지어 책을 만듦.
06364329-n	글을 지어 책을 만듦.
06367879-n	글로 적은 이야기. 산문으로써 인생과 미를 나타낸 예술로서 장단으로는 장편, 중편, 단편의 분별이 있고 재료에 따라 역사, 과학, 폭로, 탐정 소설 따위가 있다.
06371413-n	신화, 전설 들을 줄거리로 하여 번져 나간, 사실과는 좀 먼 옛 이야기.
06376154-n	서정시와 서사시가 종합되어 특정한 처소를 설정하고, 인물의 행동, 대화, 혼잣말 들을 직접적, 구체적으로 표현 전개하는 문학 형식의 하나
06377442-n	자연과 인생에 대한 감동 따위를 운율적인 언어 형식으로 쓴 글. 
06378298-n	자연과 인생에 대한 감동 따위를 운율적인 언어 형식으로 쓴 글. 
06378427-n	자연과 인생에 대한 감동 따위를 운율적인 언어 형식으로 쓴 글. 
06379568-n	자연과 인생에 대한 감동 따위를 운율적인 언어 형식으로 쓴 글. 
06379721-n	자연과 인생에 대한 감동 따위를 운율적인 언어 형식으로 쓴 글. 
06380373-n	자연과 인생에 대한 감동 따위를 운율적인 언어 형식으로 쓴 글. 
06381869-n	자연과 인생에 대한 감동 따위를 운율적인 언어 형식으로 쓴 글. 
06383523-n	긴 이야기를 북 장단에 맞추어 광대가 혼자서 몸짓을 섞어 가면서 일정한 대사와 소리로 엮어 나가는 우리 민족 고유의 극적인 노래 + 장편으로 된 노래	자연과 인생에 대한 감동 따위를 운율적인 언어 형식으로 쓴 글. 
06385582-n	마디나 월의 형식을 갖추지 못한 채 둘 이상의 낱말이 모여 한 구실을 하게 된 말.
06386156-n
06392001-n	글을 지어 책을 만듦.	소리의 높이, 길이, 세기를 조화시켜서 어떤 느낌이나 감정을 나타내는 예술의 한 형태.
06392935-n
06396468-n
06396644-n
06397476-n
06400271-n	글의 구절.
06401107-n	글의 구절.
06402031-n	글을 지어 책을 만듦.
06403969-n	글씨 쓰기의 예술.
06404582-n	이름을 적음.	중요한 서류 따위에 책임자가 손수 자기의 성명을 적음. 법률이나 명령에, 헌법 개정안이나 소청에, 조약에는 반드시 갖추어야 한다.
06404907-n	이름을 적음.	중요한 서류 따위에 책임자가 손수 자기의 성명을 적음. 법률이나 명령에, 헌법 개정안이나 소청에, 조약에는 반드시 갖추어야 한다.
06405020-n	이름을 적음.	중요한 서류 따위에 책임자가 손수 자기의 성명을 적음. 법률이나 명령에, 헌법 개정안이나 소청에, 조약에는 반드시 갖추어야 한다.
06408779-n	글을 지어 책을 만듦.
06409752-n
06410904-n	간행된 책, 그림, 신문 따위.	팔거나 퍼뜨릴 목적으로 인쇄한 책이나 그림.	글자나 숫자 따위로 일정한 뜻을 나타낸 것.
06411592-n
06411753-n
06412497-n
06413130-n
06413666-n	간행된 책, 그림, 신문 따위.	팔거나 퍼뜨릴 목적으로 인쇄한 책이나 그림.
06413889-n
06414372-n
06414849-n
06416206-n
06416598-n
06417467-n
06417598-n
06418558-n
06418693-n
06418901-n
06421016-n
06421301-n
06421538-n
06421685-n
06422488-n
06422643-n
06422740-n
06423754-n
06425065-n
06426279-n
06426468-n
06427387-n
06428976-n	글자나 글 따위의 잘못된 데를 고쳐서 바로잡음.
06429145-n
06429483-n	어떤 말의 글을 다른 나라 말의 글로 옮김.
06466479-n	의견을 들어 말함.
06468749-n	대개의 중요한 내용.
06468951-n	대개의 중요한 내용.
06473168-n	특정의 이익을 주장하거나 누릴 수 있는 법률상의 능력.	글자나 숫자 따위로 일정한 뜻을 나타낸 것.
06481320-n	책 첫머리에 그 속 내용의 제목을 차례로 벌이어 적은 조목.
06482401-n	낱낱이 들어 벌인 사물의 가닥.
06483454-n	낱낱이 들어 벌인 사물의 가닥.
06487897-n	책 첫머리에 그 속 내용의 제목을 차례로 벌이어 적은 조목.
06489659-n	책 첫머리에 그 속 내용의 제목을 차례로 벌이어 적은 조목.	어떤 내용을 보기 쉽게 나타낸 것
06490451-n	책 첫머리에 그 속 내용의 제목을 차례로 벌이어 적은 조목.
06491786-n	책 첫머리에 그 속 내용의 제목을 차례로 벌이어 적은 조목.
06492664-n	책 첫머리에 그 속 내용의 제목을 차례로 벌이어 적은 조목.
06492939-n
06493392-n	책 첫머리에 그 속 내용의 제목을 차례로 벌이어 적은 조목.
06494538-n	책 첫머리에 그 속 내용의 제목을 차례로 벌이어 적은 조목.
06494646-n	책 첫머리에 그 속 내용의 제목을 차례로 벌이어 적은 조목.
06495000-n	책 첫머리에 그 속 내용의 제목을 차례로 벌이어 적은 조목.
06495328-n	그날에 할 일. 또는, 그 차례.
06496499-n	그날에 할 일. 또는, 그 차례.
06497459-n
06503724-n	사실을 적는 일. 또는 그 적발	기록하는 활동
06503884-n	사실을 적는 일. 또는 그 적발	기록하는 활동
06504049-n	사실을 적는 일. 또는 그 적발	기록하는 활동
06504155-n	사실을 적는 일. 또는 그 적발	기록하는 활동
06504462-n	사실을 적는 일. 또는 그 적발	기록하는 활동
06505517-n	사실을 적는 일. 또는 그 적발	기록하는 활동
06505705-n	기록하는 활동
06505799-n
06506191-n
06507041-n	사실을 적는 일. 또는 그 적발	기록하는 활동
06508112-n	사실을 적는 일. 또는 그 적발	기록하는 활동
06510977-n
06511874-n	의논하여 결정함.
06514093-n	기록하는 활동
06515827-n
06518719-n	무엇을 적어 증거로 삼는 쪽지
06519369-n	무엇을 적어 증거로 삼는 쪽지
06519607-n	무엇을 적어 증거로 삼는 쪽지
06520429-n
06520944-n
06523132-n
06523641-n
06524278-n
06524935-n	서로가 지켜야 할 의무에 관한 약속.
06525588-n	서로가 지켜야 할 의무에 관한 약속.
06526619-n
06526961-n
06532095-n
06532330-n
06535035-n
06535222-n
06539076-n
06539770-n	윗사람이 아랫사람에게 무엇을 하거나 하지 말도록 시킴. 또는, 그 내용.
06542830-n
06575227-n
06582403-n
06589574-n	간행된 책, 그림, 신문 따위.	팔거나 퍼뜨릴 목적으로 인쇄한 책이나 그림.
06592699-n
06592991-n
06593296-n	간행된 책, 그림, 신문 따위.	팔거나 퍼뜨릴 목적으로 인쇄한 책이나 그림.
06593668-n
06593803-n
06594258-n
06594376-n
06594625-n
06595056-n
06595220-n
06595351-n	여러 가지 내용의 글을 모아서 펴내는 정기 간행물. 책처럼 매었으며 주간, 순간, 월간, 계간의 구별이 있다.
06596364-n	여러 가지 내용의 글을 모아서 펴내는 정기 간행물. 책처럼 매었으며 주간, 순간, 월간, 계간의 구별이 있다.
06596978-n
06597349-n
06597466-n
06597617-n
06598445-n	읽는 일.
06598915-n	사물의 속내나 실속.
06599788-n	주장되는 제목이나 문제	이야기가 될 만 한 거리.
06600139-n	주장되는 제목이나 문제	이야기가 될 만 한 거리.
06601327-n	주장되는 요지
06602472-n	주장되는 요지
06602801-n
06602935-n	주장되는 요지
06604066-n	주장되는 요지
06605897-n	주장되는 요지
06606808-n	주장되는 요지
06607809-n
06609909-n
06616464-n
06619751-n	라디오나 텔레비전을 통해서 널리 듣고 볼 수 있게 소리나 영상을 전자파로 바꾸어 내어 보냄.
06622595-n	라디오나 텔레비전을 통해서 널리 듣고 볼 수 있게 소리나 영상을 전자파로 바꾸어 내어 보냄.
06622993-n	체신부 관할 아래 일정한 절차에 따라 편지나 소포 따위를 받아서 보내는 업무.
06623614-n
06624161-n	자기의 소식, 의사, 용무 따위를 어떤 사람에게 알리고자 써서 보내는 글.
06625850-n	자기의 소식, 의사, 용무 따위를 어떤 사람에게 알리고자 써서 보내는 글.
06626183-n	자기의 소식, 의사, 용무 따위를 어떤 사람에게 알리고자 써서 보내는 글.
06627938-n
06629392-n	이별의 인사를 함.
06629610-n	이별의 인사를 함.
06630017-n	알지 못하던 사람 끼리 이름을 통함 + 안부를 묻거나 공경하여 예를 표함
06630459-n	알지 못하던 사람 끼리 이름을 통함 + 안부를 묻거나 공경하여 예를 표함
06630852-n	알지 못하던 사람 끼리 이름을 통함 + 안부를 묻거나 공경하여 예를 표함
06631661-n	정성을 들이지 않고 아무렇게나 하는 대접.
06632358-n	알지 못하던 사람 끼리 이름을 통함 + 안부를 묻거나 공경하여 예를 표함
06632511-n	알지 못하던 사람 끼리 이름을 통함 + 안부를 묻거나 공경하여 예를 표함
06633041-n	알지 못하던 사람 끼리 이름을 통함 + 안부를 묻거나 공경하여 예를 표함
06633363-n	지은 죄나 잘못에 대하여 상대자에게 용서를 빎.
06634095-n	받아들이지 않고 물리침.
06634239-n	받아들이지 않고 물리침.
06634376-n	사물의 속내나 실속.
06634960-n
06635313-n
06635509-n
06635944-n
06636524-n	사실을 적는 일. 또는 그 적발	기록하는 활동
06642138-n	안부나 새로 일어나는 동정 따위에 관한 기별이나 알림
06642356-n
06642672-n
06643303-n	안부나 새로 일어나는 동정 따위에 관한 기별이나 알림
06643408-n	사실을 증명할 만한 표적이나 근거.
06645039-n
06646243-n	사건이나 현상이 일어남
06647206-n	기록하는 활동
06647614-n	어떤 사물, 또는 판단의 진위를 밝히거나 어떤 명제를 근본원리에서 이끌어 냄.
06647960-n	어떤 사물, 또는 판단의 진위를 밝히거나 어떤 명제를 근본원리에서 이끌어 냄.
06648046-n	어떤 사물, 또는 판단의 진위를 밝히거나 어떤 명제를 근본원리에서 이끌어 냄.
06648207-n	사실을 증명할 만한 표적이나 근거.
06648724-n	사실을 증명할 만한 표적이나 근거.
06649426-n
06650701-n	사물의 속내나 실속.
06651577-n
06652064-n
06652242-n
06655388-n	굳게 지키는 일정한 방침. 또는, 주지를 삼아 가지고 주장하는 표준.
06658118-n
06663617-n	사람으로서 마땅히 갖추고 닦아야 할 행동 규범.
06664051-n
06664845-n
06669864-n	숫자, 문자, 기호를 써서 수의 관계를 나타낸 것. 등식, 부등식, 분수식, 함수식, 방정식 따위 여러 가지 있다.
06672040-n	서로 모르는 사람 사이에 들어서 두 편이 서로 알고 지내도록 관계를 맺어 줌.
06672297-n
06672953-n	세상에 알려져 있지 않은 뛰어난 방법.
06676416-n
06677302-n	찍음.
06677974-n	찍음.
06678664-n	찍음.
06681177-n
06681551-n	한 계통의 여러 가지 종류를 분류하여 한데 모아 엮어 알리는 기록이나 보고
06681976-n	한 계통의 여러 가지 종류를 분류하여 한데 모아 엮어 알리는 기록이나 보고
06682290-n	한 계통의 여러 가지 종류를 분류하여 한데 모아 엮어 알리는 기록이나 보고
06682494-n
06683784-n
06685456-n
06685754-n	빚진 사람이 빚을 갚지 않을 경우를 대비하여 빚 준 사람이 그 빚을 대신할 수 있는 신용으로 제공하는 보장. 인적인 담보와 물적인 담보가 있다.
06686174-n
06687178-n	법령으로 제한 금지하는 일을 특정한 경우에 허락해 주는 행정행위. 권리를 설정하는 특허나 법률의 효력을 보완하는 인가와 구별된다.
06689297-n	법령으로 제한 금지하는 일을 특정한 경우에 허락해 주는 행정행위. 권리를 설정하는 특허나 법률의 효력을 보완하는 인가와 구별된다.
06689667-n	청하는 바를 들어 줌.
06690114-n	법령으로 제한 금지하는 일을 특정한 경우에 허락해 주는 행정행위. 권리를 설정하는 특허나 법률의 효력을 보완하는 인가와 구별된다.
06690408-n	법령으로 제한 금지하는 일을 특정한 경우에 허락해 주는 행정행위. 권리를 설정하는 특허나 법률의 효력을 보완하는 인가와 구별된다.
06691083-n	법령으로 제한 금지하는 일을 특정한 경우에 허락해 주는 행정행위. 권리를 설정하는 특허나 법률의 효력을 보완하는 인가와 구별된다.
06693198-n	착하고 훌륭한 일. 또는 아름다움 따위를 일컬어 기림.
06693502-n	아름다운 것을 일컬어 기림.
06694149-n	착하고 훌륭한 일. 또는 아름다움 따위를 일컬어 기림.
06694359-n	착하고 훌륭한 일. 또는 아름다움 따위를 일컬어 기림.
06694796-n	사람을 내세워서 천거함.
06695227-n	착하고 훌륭한 일. 또는 아름다움 따위를 일컬어 기림.
06696483-n	만들거나 그린 형상 + 글씨와 그림
06697331-n	만들거나 그린 형상 + 글씨와 그림
06700844-n
06703733-n
06705891-n	만들거나 그린 형상 + 글씨와 그림
06705984-n	개인이나 단체의 이름 또는 어떤 글자나 기호 따위를 새겨 표적으로 찍는 물건.
06706676-n	만들거나 그린 형상 + 글씨와 그림
06709692-n	남의 잘못이나 흠 따위를 책잡아서 나쁘게 말함.	옳고 그름 따위를 가리어 논란함.
06709998-n	남의 잘못이나 흠 따위를 책잡아서 나쁘게 말함.	옳고 그름 따위를 가리어 논란함.
06710546-n	남의 잘못이나 흠 따위를 책잡아서 나쁘게 말함.
06711030-n	남의 잘못이나 흠 따위를 책잡아서 나쁘게 말함.
