# synset_id	pos	english_lemmas	korean_lemmas
00396029-n	Noun	drain, drainage	소수, 탈수
00397010-n	Noun	expurgation, castration	거세, 삭제
00397760-n	Noun	expunging, erasure, expunction	소거, 말소, 제거, 말살, 삭제
00397953-n	Noun	sectionalization, partitioning, sectionalisation, partition, segmentation, division	분구, 분류, 가름, 구획, 분단, 칸막이, 분할
00398427-n	Noun	subdivision	세분
00398704-n	Noun	transformation, translation	변환, 전환
00399030-n	Noun	transformation	변환, 전환
00399223-n	Noun	permutation	치환
00400083-n	Noun	conversion	변환, 전환
00400645-n	Noun	rehabilitation	재생
00401639-n	Noun	rejuvenation	재생
00405540-v	Verb	deconcentrate, decentralize, decentralise	분산하
00406243-v	Verb	set, fix, prepare, gear_up, set_up, ready	마련하, 대비하, 준비하
00407535-n	Noun	activity	활동, 활약, 움직임
00409211-n	Noun	operation	조작, 활동
00409483-n	Noun	operation	활동
00410247-n	Noun	practice, pattern	체험, 실천
00411020-v	Verb	develop, modernise, modernize	발전하, 전개하
00411048-n	Noun	practice, praxis	체험
00411384-n	Noun	cooperation	협동, 제휴, 협력, 협조, 공동
00414179-n	Noun	habit, use	관습, 버릇
00414790-n	Noun	ritual	의식
00415226-n	Noun	fashion	투, 방식
00415398-v	Verb	take_root, settle, settle_down, root, steady_down	고정하
00416571-v	Verb	becalm, calm, steady	정상화하
00418615-n	Noun	neglect, disregard	무시, 도외시
00420477-n	Noun	persecution	핍박, 박해
00421047-n	Noun	oppression, subjugation	박해
00421535-v	Verb	remove, absent	결실시키
00425071-v	Verb	come_along, appear	나타나, 출현하
00426928-n	Noun	recreation, diversion	운동
00428000-n	Noun	celebration, festivity	행하, 축제, 축전
00428270-n	Noun	saltation, dance, terpsichore, dancing	무용, 춤, 댄스, 무도
00429048-n	Noun	amusement, entertainment	오락
00429060-v	Verb	trim_down, cut_back, cut, cut_down, trim_back, trim, reduce, bring_down	자르, 축소하
00429949-n	Noun	playfulness, fun, merriment	해학
00429968-v	Verb	cut	자르
00430140-n	Noun	gambling, gaming, play	도박, 노름, 하, 장난
00430606-n	Noun	game	게임, 유희
00431893-n	Noun	child's_play, play	하
00433216-n	Noun	sport	운동
00433802-n	Noun	gymnastic_exercise, gymnastics	운동, 체육, 체조
00438065-n	Noun	acrobatic_stunt, acrobatic_feat	곡예
00440039-n	Noun	track, running	경영, 경주, 주행, 달리기, 러닝
00440509-n	Noun	high_jump	높이뛰기
00440747-n	Noun	skiing	스키
00441445-v	Verb	minify, lessen, decrease	축소하
00442115-n	Noun	swimming, swim	수영, 헤엄
00442267-v	Verb	aerify, vaporize, vaporise, gasify	기화하
00442437-n	Noun	bathe	수영
00442981-n	Noun	dive, diving	다이빙
00443231-n	Noun	floating, natation	수영
00445351-n	Noun	row, rowing	조정
00445802-n	Noun	pugilism, fisticuffs, boxing	권투, 복싱
00446493-n	Noun	fight	시합, 매치
00446980-n	Noun	archery	양궁
00447540-n	Noun	wrestling, grappling, rassling	레슬링, 씨름
00448232-n	Noun	sumo	스모, 씨름
00448466-n	Noun	skating	스케이트, 스케이팅
00449295-n	Noun	racing	경주, 레이스, 러닝, 경마, 달리기
00450070-n	Noun	horse_racing	경마
00450335-n	Noun	riding, equitation, horseback_riding	마술, 승마
00452034-n	Noun	tauromachy, bullfighting	투우
00452293-n	Noun	hunting, hunt	사냥, 수렵
00453126-n	Noun	coursing	달리기
00453731-n	Noun	land, farming	농사, 영농, 농경, 농업, 경작, 농
00453803-v	Verb	refill, fill_again, replenish	보충하
00453935-n	Noun	sportfishing, fishing	낚시
00454121-n	Noun	fishing	어로, 어업, 고기잡이
00454237-n	Noun	angling	낚시
00455599-n	Noun	game	게임
00457382-n	Noun	turn, play	하
00457723-n	Noun	attack	공격
00461782-n	Noun	bowling	볼링
00462116-n	Noun	frame	몸
00463543-n	Noun	hockey, ice_hockey, hockey_game	하키
00464478-n	Noun	water_polo	수구
00464894-n	Noun	golf, golf_game	골프
00466377-n	Noun	round, round_of_golf	약
00467995-n	Noun	hockey, field_hockey	하키
00468480-n	Noun	football, football_game	풋볼, 축구
00470966-n	Noun	rugger, rugby, rugby_football	풋볼, 럭비
00471437-n	Noun	ball_game, ballgame	야구, 구기
00471613-n	Noun	baseball, baseball_game	야구
00472871-v	Verb	excise	절제하
00473799-v	Verb	brush_up, round, round_off, polish_up, polish	연마하
00474568-n	Noun	ball	야구
00474769-n	Noun	hardball	야구
00476140-n	Noun	rounders	야구
00478262-n	Noun	association_football, soccer	풋볼, 축구
00478830-v	Verb	obliterate, kill, wipe_out	삭제하, 제거하, 불식하
00479440-n	Noun	handball	송구, 핸드볼
00480211-n	Noun	volleyball, volleyball_game	배구
00482298-n	Noun	tennis, lawn_tennis	정구, 테니스
00489475-n	Noun	cutting, cut	가름
00490285-v	Verb	gauge	측정하
00494768-n	Noun	poker, poker_game	포커
00495808-v	Verb	isolate, sequester, sequestrate, set_apart, keep_apart	분리하
00499924-n	Noun	billiards	당구
00503237-n	Noun	chess, chess_game	장기
00504325-n	Noun	go_game, go	바둑
00505349-v	Verb	detoxify, detoxicate	해독하
00505726-n	Noun	shogi	장기
00506658-n	Noun	wager, bet	도박
00507673-n	Noun	gambling_game, game_of_chance	노름
00508091-n	Noun	lottery, drawing	도
00511555-n	Noun	carnival	카니발
00511817-n	Noun	gambol, caper, romp, play, frolic	하
00512522-n	Noun	flirtation, flirt, dalliance, toying, flirting, coquetry	불장난
00513089-n	Noun	game	게임
00514069-v	Verb	spotlight, highlight, foreground, play_up	강조하
00515069-n	Noun	drollery, waggery	해학
00515297-n	Noun	pleasantry	해학
00515414-n	Noun	beguilement, distraction	오락
00517728-n	Noun	festival, fete	잔치, 축제, 축전
00517847-v	Verb	charge	충전하
00518115-v	Verb	charge	충전하
00518669-n	Noun	blowout, jamboree, gala, gala_affair	축제
00520257-n	Noun	show	행세
00520357-v	Verb	interrupt, disrupt	훼방하, 방해하
00523513-n	Noun	athletics, sport	스포츠, 체육, 운동
00526793-n	Noun	nautch_dance, nautch, nauch	무용
00528667-n	Noun	concert_dance, ballet	발레
00532110-n	Noun	social_dancing	댄스
00537297-n	Noun	round_dance, round_dancing	원무
00539546-v	Verb	lead_up, initiate	개시하
00539827-n	Noun	round_dance, ring_dance	원무
00541163-v	Verb	expand	확충하, 확장하, 확대하
00543233-n	Noun	music	음악, 음률
00544441-n	Noun	carillon, bell_ringing, carillon_playing	종
00549766-n	Noun	method, method_acting	양식, 법
00550341-n	Noun	business, byplay, stage_business	행위
00550771-n	Noun	performance	상연, 작위
00551215-n	Noun	program, programme	사업
00554300-n	Noun	hullabaloo, excitement, agitation, turmoil, upheaval	자극
00555138-n	Noun	hustle, flurry, bustle, stir, fuss, ado	운신
00556313-n	Noun	maneuver, manoeuvre, play	법
00562280-n	Noun	obstruction	저해, 지장, 훼방, 방해
00562398-n	Noun	blocking, block	장애, 막
00562643-n	Noun	interference	훼방, 방해
00562935-n	Noun	check	저해
00565302-n	Noun	shot, stroke	타격, 타구
00566298-n	Noun	return	대신
00567291-v	Verb	bind	연결하
00568430-n	Noun	service, serve	의식
00572285-n	Noun	hooking, hook, draw	훅
00573268-n	Noun	approach_shot, approach	어프로치
00575741-n	Noun	work	일하, 소위
00576451-n	Noun	action	활동, 행위, 활약
00577068-n	Noun	operation, procedure	활동, 법
00577357-n	Noun	deeds, works	언행
00577525-n	Noun	service	활동, 용역
00578708-n	Noun	laundering	빨래, 세탁
00579334-n	Noun	utility	용역
00579564-n	Noun	service	활동, 용역
00580370-n	Noun	housecleaning	대청소, 청소
00580961-n	Noun	housekeeping, housework	세대, 안일, 가사
00582388-n	Noun	occupation, job, line_of_work, business, line	영업, 일
00582743-v	Verb	sear, scorch, singe	태우
00584367-n	Noun	employment, work	직업, 아르바이트, 노릇, 일자리, 세공, 조업, 일, 일하, 소위, 업
00584769-n	Noun	job	임무, 직책, 직분
00584891-n	Noun	service	근무, 활동, 복무, 용역
00588221-v	Verb	savvy, grok, grasp, apprehend, dig, comprehend, get_the_picture, compass	납득하, 파악하, 이해하, 터득하, 포착하, 양해하
00588888-v	Verb	understand	이해하, 양해하
00589904-v	Verb	get, catch	포착하, 납득하, 터득하, 파악하
00590366-v	Verb	get_wise, get_onto, latch_on, tumble, get_it, cotton_on, catch_on, twig	가지
00590924-v	Verb	digest	소화하
00591115-v	Verb	understand, see, realise, realize	양해하, 이해하
00593852-v	Verb	understand, interpret, translate, read	이해하, 양해하
00594580-n	Noun	lieutenancy	소위
00597915-v	Verb	acquire, larn, learn	학습하, 습득하, 수습하, 수학하, 배우
00601822-v	Verb	sweep_up, adopt, espouse, embrace	채용하, 채택하
00603298-v	Verb	develop, educate, prepare, train	교육하
00604576-v	Verb	con, memorize, memorise, learn	학습하, 배우
00606093-v	Verb	exercise, practice, drill, practise	레슨하, 연마하, 훈련하, 체험하, 수련하, 연습하
00606370-n	Noun	trade, craft	가업, 영업, 기능, 일
00607114-v	Verb	study, hit_the_books	학습하, 수학하, 공부하, 수업하
00607780-v	Verb	remember, retrieve, call_back, call_up, recall, think, recollect	추상같
00608037-n	Noun	mechanical_drawing, drafting	제도
00608896-n	Noun	masonry	석공
00609506-n	Noun	pilotage, piloting	조종
00609506-v	Verb	mind, bear_in_mind	기억하
00611143-n	Noun	law, practice_of_law	법
00611256-v	Verb	remember, think_back	상기하, 생각하
00611802-v	Verb	remember	기억하
00611972-n	Noun	politics	정치
00613683-v	Verb	leave	떠나
00614224-n	Noun	writing, committal_to_writing	쓰기, 기록, 집필, 표기, 휘호, 글짓기
00614829-v	Verb	forget	망각하
00615182-n	Noun	notation	표기
00615336-n	Noun	superscription	상기
00615659-n	Noun	subscription	서명
00616857-v	Verb	disregard, ignore, neglect	경시하, 무시하, 도외시하, 묵살하
00617413-v	Verb	slight, cold-shoulder	경시하, 무시하
00618436-n	Noun	tailoring	재봉
00619869-v	Verb	misinterpret, misunderstand, misconceive, misconstrue, misapprehend, be_amiss	곡해하, 오해하
00620752-n	Noun	toil, labor, labour	일하, 일, 노역, 작업
00621476-n	Noun	plodding, donkeywork, grind, drudgery	노역
00621627-n	Noun	effort, sweat, exertion, travail, elbow_grease	근로, 노력, 노고, 진력
00622584-n	Noun	hunting, hunt	사냥, 수렵
00623151-v	Verb	interpret, see, construe	양해하, 이해하
00623862-n	Noun	trouble, difficulty	노력, 신고, 일, 수고
00624738-n	Noun	exercise, exercising, physical_exertion, physical_exercise, workout	운동
00624801-v	Verb	misinterpret, misread	오해하
00627013-n	Noun	press, military_press	추상
00629597-n	Noun	pull-up, chin-up	턱걸이
00631378-n	Noun	practice	체험, 실천
00631737-v	Verb	suppose, opine, guess, imagine, reckon, think	추상같, 상정하, 생각하, 간주하, 상상하
00632201-n	Noun	medical_practice	의술, 의사
00632236-v	Verb	presume, take_for_granted, assume	상정하, 추정하, 간주하, 가정하, 가설하
00633329-n	Noun	application, diligence	근면, 정진
00633443-v	Verb	hypothesise, theorise, hypothecate, suppose, theorize, speculate, conjecture, hypothesize	예견하, 예상하, 상정하, 추정하, 추상같, 간주하, 가정하, 가설하
00633864-n	Noun	investigation, investigating	사찰, 취조, 심사, 탐사, 조사, 수사
00634586-n	Noun	numeration, count, reckoning, enumeration, tally, counting	조사, 실사
00634906-v	Verb	solve, work_out, puzzle_out, figure_out, work, lick	가동하
00635012-n	Noun	police_investigation, police_work	수사
00635205-n	Noun	detection, detective_work, sleuthing, detecting	수사
00635544-n	Noun	roundup	검거
00635850-n	Noun	examination, scrutiny	취조, 신문, 검찰, 심사, 정사, 심리, 검문, 조사, 전의
00636061-v	Verb	infer, guess	추상같
00636461-n	Noun	examination, testing	취조, 테스트, 검찰, 심사, 시험, 심리, 고사, 검문, 시도, 조사, 신문
00636728-n	Noun	enquiry, inquiry	심리, 조사, 취조
00636921-n	Noun	research	조사, 취조
00637354-n	Noun	search	조사, 탐험, 수사
00637546-n	Noun	operations_research	법
00637810-n	Noun	inquest	검시
00639556-n	Noun	experiment, experimentation	경험
00644366-n	Noun	search	조사, 수사
00644503-n	Noun	study, survey	조사, 강구, 탐사, 답사, 구명
00644702-n	Noun	testing	시험, 테스트, 시도
00644967-n	Noun	screening	전형, 심사
00648224-v	Verb	research, search, explore	연구하, 취조하, 탐구하, 수사하, 조사하
00648237-n	Noun	titration	측정
00650016-v	Verb	discriminate, know_apart	판별하, 식별하
00651176-n	Noun	analogy	유비
00651531-n	Noun	collation	조합, 조사, 대조
00651670-n	Noun	confrontation	대비
00651813-n	Noun	contrast	대조, 비교, 대비
00652900-v	Verb	compare	비교하
00654625-v	Verb	class, classify, separate, sort_out, assort, sort	분류하
00654885-n	Noun	care, attention, tending, aid	구원, 간호, 보살핌, 구호, 병구완
00656033-n	Noun	primary_care	치료
00657260-v	Verb	categorize, categorise	분류하
00657604-n	Noun	medical_care, medical_aid	의료, 진료
00657728-v	Verb	grade, score, mark	채점하
00658052-v	Verb	rate, order, range, place, grade, rank	평정하
00658082-n	Noun	intervention, treatment	치료
00659048-n	Noun	massage	운동
00660971-v	Verb	rate, value	평가하, 평정하
00661091-n	Noun	therapy	치료, 치병
00661213-v	Verb	contrast	대비하, 대조하
00661713-v	Verb	collate	조합하
00662972-n	Noun	insolation, heliotherapy	일사
00663353-v	Verb	check	검열하, 검사하, 점검하
00664110-n	Noun	medication	투약
00664788-v	Verb	show, demonstrate, shew, establish, prove	입증하, 논증하, 실증하, 증명하, 뒷받침하
00664997-n	Noun	nursing_care	구원, 간호, 구완
00665079-n	Noun	nursing	간병, 구완, 구호, 병구완, 구원, 간호
00665771-v	Verb	prove	증명하
00666350-n	Noun	amputation	법
00667424-v	Verb	confute, disprove	반증하
00668805-v	Verb	live_with, accept, swallow	승낙하, 승복하, 수용하
00670261-v	Verb	judge, evaluate, pass_judgment	평정하, 판단하, 판정하, 감정하, 심판하
00671351-n	Noun	surgery, surgical_process, surgical_procedure, operation, surgical_operation	활동
00672277-v	Verb	judge	판정하
00672433-v	Verb	estimate, gauge, judge, guess, approximate	추상같
00674607-v	Verb	select, choose, pick_out, take	선정하
00676864-v	Verb	elect	선출하
00678282-v	Verb	schedule	예정하, 일정하
00679937-v	Verb	choose	선정하, 선택하, 고르
00681429-v	Verb	value, measure, assess, valuate, appraise, evaluate	사정하, 평가하, 평정하, 감정하
00682781-v	Verb	reevaluate, reassess	재평가하
00683771-v	Verb	hold	지지
00685081-v	Verb	count	간주하
00685683-v	Verb	reject	거부하, 거절하
00686039-v	Verb	repudiate	부인하
00687181-v	Verb	reprobate	거부하
00687295-v	Verb	doubt	호의호식하, 회의하, 반신반의하, 의아하, 의심하
00687523-v	Verb	doubt	호의호식하, 회의하, 반신반의하, 의아하, 의심하
00687926-v	Verb	suspect, distrust, mistrust	호의호식하, 회의하, 반신반의하, 의아하, 의심하
00689205-v	Verb	surmise	추상같
00689950-v	Verb	look_upon, esteem, think_of, look_on, regard_as, repute, take_to_be	평판하, 간주하
00690614-v	Verb	view, see, consider, regard, reckon	간주하
00692143-v	Verb	favor, favour	지지, 찬성하
00692329-v	Verb	abstract	추상같
00693780-v	Verb	hold, deem, view_as, take_for	간주하
00694068-v	Verb	prize, value, respect, esteem, prise	존중하
00694681-n	Noun	justice	재판
00694866-n	Noun	judicature, administration	관리
00694990-n	Noun	giving_medication, administration	투약, 투여
00695226-v	Verb	value	평가하
00695475-v	Verb	overvalue, overestimate	과대평가하
00695944-n	Noun	enema, clyster	관장
00696414-v	Verb	look_back, review, retrospect	추억하, 회고하, 생각하
00696700-v	Verb	go_over, review, survey	사열하, 재검토하, 검토하, 검사하
00696882-n	Noun	dressing, bandaging, binding	드레싱
00697365-n	Noun	shot, injection	주사
00697589-v	Verb	decide, determine, make_up_one's_mind	결정하, 결의하
00699626-v	Verb	resolve, purpose	결심하, 결정하, 작심하, 결단하, 결의하
00700260-n	Noun	rehabilitation	회복
00704690-v	Verb	plan	기도하, 도모하, 기획하, 계획하, 설계하
