# synset_id	pos	english_lemmas	korean_lemmas
04532670-n	Noun	viaduct	육교, 구름다리
04535252-n	Noun	villa	전단, 별장
04535370-n	Noun	villa	별장
04535524-n	Noun	villa	별장
04536866-n	Noun	fiddle, violin	제금, 바이올린
04543158-n	Noun	wagon, waggon	화차, 짐마차, 마차, 짐수레
04543509-n	Noun	coaster_wagon, wagon	화차, 짐마차, 마차
04546194-n	Noun	walking_stick	장, 지팡이
04546855-n	Noun	wall	담, 벽, 벽체, 장벽
04547592-n	Noun	wall	담, 벽체, 벽
04547821-n	Noun	wall	담, 벽체, 벽
04548280-n	Noun	wall_clock	벽시계
04550840-n	Noun	ware	세공
04551950-n	Noun	warp	올
04552097-n	Noun	war_paint	정장
04552696-n	Noun	war_vessel, warship, combat_ship	전함, 군함, 군선
04555291-n	Noun	washroom	세면실
04555897-n	Noun	watch, ticker	시계
04557648-n	Noun	water_bottle	물병, 수통
04557751-n	Noun	water_butt	수조, 물통
04558347-n	Noun	water_clock, clepsydra, water_glass	누각
04558478-n	Noun	w.c., closet, loo, water_closet	벽장, 사실
04559275-n	Noun	watercourse, waterway	물길, 수로
04560804-n	Noun	water_jug	물병
04561734-n	Noun	waterproof	물
04562658-n	Noun	water_supply, water_system, water	물, 수도, 상수도
04565233-n	Noun	wayside, roadside	길
04565375-n	Noun	weapon, arm, weapon_system	병기, 간, 무기
04566257-n	Noun	weapons_system, weaponry, munition, arms, implements_of_war	병기, 간과, 무기, 무구
04568713-n	Noun	web	직물
04569063-n	Noun	webcam	카메라
04570532-n	Noun	weeds, widow's_weeds	상복
04571292-n	Noun	free_weight, weight, exercising_weight	신장
04571566-n	Noun	weir	보, 둑
04574471-n	Noun	whaling_ship, whaler	경선
04576002-n	Noun	wheelchair	휠체어
04576211-n	Noun	wheeled_vehicle	수레, 차
04579667-n	Noun	whistle	호각
04582205-n	Noun	wickerwork, wicker, caning	바자
04585626-n	Noun	winceyette	융
04587327-n	Noun	windjammer	범선
04587404-n	Noun	aerogenerator, windmill, wind_generator	풍차
04587648-n	Noun	window	창문, 문, 창
04588365-n	Noun	window	창
04588986-n	Noun	window	창
04591517-n	Noun	wind_turbine	풍차
04592741-n	Noun	wing	날개, 전시
04592962-n	Noun	wing, offstage, backstage	전시
04594218-n	Noun	wire	철선, 철사
04594489-n	Noun	wire, conducting_wire	케이블
04597913-n	Noun	wooden_spoon	주걱
04598965-n	Noun	woof, pick, weft, filling	씨
04599235-n	Noun	woolen, wool, woollen	모직, 모, 울, 양모, 모사
04599396-n	Noun	piece_of_work, work	작품, 세공
04602044-n	Noun	work, workplace	일터, 직장
04602762-n	Noun	workroom	서재, 작업실
04603081-n	Noun	shop, workshop	일터
04603872-n	Noun	workwear	작업복
04605163-n	Noun	worsted	모직, 모사
04605321-n	Noun	worsted, worsted_yarn	털실, 모사
04606251-n	Noun	wreck	난파선
04607869-n	Noun	wrist_watch, wristwatch	손목시계
04610013-n	Noun	racing_yacht, yacht	요트
04610879-n	Noun	curtilage, grounds, yard	구내
04612159-n	Noun	yashmac, yashmak	베일
04612722-n	Noun	yield, fruit	소산
04616059-n	Noun	trait	형질
04616916-n	Noun	character	성상, 바탕, 질, 형질
04617562-n	Noun	personality	질, 됨됨이, 품성, 명사, 사람, 성품, 성격
04618070-n	Noun	personal_identity, identity, individuality	독자성, 동일성
04618781-n	Noun	personhood	인간성
04620216-n	Noun	fiber, fibre, character	자질, 질, 성격, 천성, 됨됨이, 품성, 성미, 사람, 소질, 바탕, 본성, 성품, 성깔, 성상, 형질
04623113-n	Noun	nature	성질, 질, 됨됨이, 기질, 체질, 바탕, 기상, 성, 성벽, 기품, 성깔, 근성, 성상, 천성
04623443-n	Noun	animal_nature, animality	수성
04623612-n	Noun	temperament, disposition	성질, 질, 기질, 성향, 바탕, 기상, 성, 성벽, 기품, 근성, 천성
04624517-n	Noun	physicality, animalism	특질
04624826-n	Noun	heart, spirit	기상, 근성, 기골, 정기
04624959-n	Noun	nervousness	과민, 신경질
04627000-n	Noun	affectionateness, warmth, fondness, lovingness	열정
04627241-n	Noun	tenderness	마음
04628466-n	Noun	temperament	질, 바탕
04628747-n	Noun	blood	기질
04628850-n	Noun	excitability, volatility, excitableness	휘발성
04632157-n	Noun	sprightliness, liveliness, spirit, life	생기
04633453-n	Noun	verve, vitality	생기
04634540-n	Noun	exuberance, ebullience, enthusiasm	불
04635104-n	Noun	activity, activeness	적극성
04635953-n	Noun	sluggishness, lethargy, languor, flatness, phlegm	권태
04636397-n	Noun	passivity, passiveness	음성, 수동성
04637290-n	Noun	idleness, faineance	안일
04638857-n	Noun	softness	유연성, 유연
04639371-n	Noun	sternness, strictness	추상
04639732-n	Noun	rigorousness, harshness, rigourousness, severeness, rigor, hardness, severity, rigour, stiffness, inclemency	성질, 추상, 경직성
04640176-n	Noun	good_nature	양성
04640356-n	Noun	goodwill, good_will, grace	기품, 호의, 호감, 선의, 후의
04641447-n	Noun	ill_nature	악성
04642258-n	Noun	temper, biliousness, peevishness, pettishness, surliness, irritability, snappishness	성질, 기상, 신경질, 기질, 과민
04644719-n	Noun	forwardness, readiness, zeal, eagerness	열성, 준비성
04645020-n	Noun	receptivity, receptiveness, openness	개방성
04645473-n	Noun	wholeheartedness	지성
04645943-n	Noun	hesitation, hesitancy, reluctance, disinclination, indisposition	주저
04650201-n	Noun	humour, humor, sense_of_humour, sense_of_humor	익살, 유머
04652635-n	Noun	sociality	사회성
04652930-n	Noun	sociableness, sociability	사회성
04654066-n	Noun	nakedness, openness	개방성
04655442-n	Noun	closeness, intimacy, familiarity	다정, 정의, 친교, 의, 교분, 친목, 정교, 은근, 화목, 친분, 교의
04655829-n	Noun	congeniality	동성
04658361-n	Noun	virulence, virulency	독기, 독성
04659090-n	Noun	adaptability	융통성
04659287-n	Noun	flexibility, flexibleness	융통성
04659730-n	Noun	suppleness, pliantness, pliability, pliancy	융통성
04662390-n	Noun	desperation	자기
04664058-n	Noun	caution, carefulness, cautiousness	신중, 계심, 조심, 경계, 주의
04664314-n	Noun	precaution	계심, 경계, 조심, 주의
04666083-n	Noun	dereliction, delinquency, willful_neglect	태만
04670022-n	Noun	dependability, reliableness, reliability, dependableness	신빙성, 확실성
04673965-n	Noun	visual_aspect, appearance	됨됨이, 면
04674715-n	Noun	look	겉모양, 됨됨이, 자태, 형색, 모양, 면, 거푸집, 형상, 매무새, 모양새
04674968-n	Noun	colour, color	색상, 색채, 색조, 컬러, 빛깔, 채색, 물, 색
04675646-n	Noun	figure	바람, 자태, 몸매, 상, 형상, 그림자, 모습
04676540-n	Noun	phase	면
04677514-n	Noun	cast, form, shape	폼, 외양, 형, 체형, 모양, 형태, 형체, 형상, 외형, 형용
04679419-n	Noun	face	면
04679549-n	Noun	visage, countenance	면
04679738-n	Noun	aspect, facial_expression, look, face, expression	생김새, 낯빛, 면, 빛, 용자, 기색, 용모, 면모, 볼품, 표정
04682319-n	Noun	splash	물
04685396-n	Noun	loveliness, fairness, comeliness, beauteousness	공정성
04688648-n	Noun	affinity	유사성
04693804-n	Noun	mole	점
04694441-n	Noun	blot, slur, smudge, smirch, smear, daub, spot	물
04694980-n	Noun	fingermark, fingerprint	손때
04697442-n	Noun	chasteness, simpleness, simplicity, restraint	단순성
04697666-n	Noun	severeness, austereness, severity	추상
04698656-n	Noun	order	이법
04702127-n	Noun	transparence, transparentness, transparency	투명성
04702351-n	Noun	translucence, translucency, semitransparency	투명성
04706290-n	Noun	noticeableness, obviousness, patency, noticeability	개방성
04708113-n	Noun	simpleness, simplicity, ease, easiness	단순성
04709253-n	Noun	difficulty, difficultness	난이
04710127-n	Noun	asperity, hardship, rigorousness, grimness, rigourousness, severeness, rigor, severity, rigour	엄중, 추상
04710390-n	Noun	sternness	추상
04710588-n	Noun	hardness, ruggedness	난이
04713118-n	Noun	harmony, harmoniousness	화성
04713332-n	Noun	accord	화해
04713853-n	Noun	justness, rightness, nicety	확실성
04716864-n	Noun	fitness, fittingness	적부, 응분, 적당, 상응
04717552-n	Noun	eligibility	합격
04722574-n	Noun	disqualification	불합격, 실격, 결격
04723816-n	Noun	quality	바탕, 성상, 질
04726724-n	Noun	nature	바탕, 됨됨이, 성상, 질
04728068-n	Noun	quality, calibre, caliber	자질, 질, 바탕, 통
04728376-n	Noun	superiority, high_quality	수일, 지고, 최상, 우세, 위, 압권, 최고, 우수성, 초월, 우량
04731497-n	Noun	characteristic	특수, 특수성, 특성, 특이성, 특징, 형질
04731925-n	Noun	point, spot	특징
04732543-n	Noun	trademark, stylemark, hallmark, earmark	특징
04733118-n	Noun	aspect	면
04738641-n	Noun	stability, constancy	불변성
04738995-n	Noun	invariance	불변성
04739932-n	Noun	invariability, invariance, invariableness	불변성
04742766-n	Noun	otherness, separateness, distinctness	별개
04743024-n	Noun	indistinguishability, identity, identicalness	동일성
04743605-n	Noun	similarity	유사, 유사성, 상사
04744319-n	Noun	homology	유사성
04744814-n	Noun	alikeness, similitude, likeness	유사, 상사
04745240-n	Noun	correspondence, parallelism	상사
04745370-n	Noun	uniformity, uniformness	동일성
04747445-n	Noun	resemblance	유사, 상사
04747798-n	Noun	affinity	유사성
04747899-n	Noun	equality	제일, 대등, 평등, 백중
04748273-n	Noun	equivalence	등가, 대등
04748426-n	Noun	parity	등가, 대등, 평등
04748836-n	Noun	difference	틀림, 상이점, 구별, 차이, 차, 이동
04749310-n	Noun	differential	차
04749439-n	Noun	differentia	상이점
04749572-n	Noun	distinction	이동, 차이, 구별
04749709-n	Noun	divergence, disagreement, discrepancy, variance	틀림, 구별, 시차, 차이, 차, 이동
04749991-n	Noun	allowance, margin, leeway, tolerance	차
04750164-n	Noun	unsimilarity, dissimilarity	차이
04750414-n	Noun	disparateness, distinctiveness	특수성, 특이성
04750764-n	Noun	dissimilitude, unlikeness	이동, 틀림, 상이점, 구별
04751305-n	Noun	diverseness, multifariousness, variety, diversity	천차만별
04752034-n	Noun	change, variety	이동, 화성
04752221-n	Noun	inequality	차
04752530-n	Noun	disparity	시차, 차이
04752859-n	Noun	gap, spread	이동, 구별, 틀림, 차이, 차
04753455-n	Noun	sure_thing, foregone_conclusion, certainty	확실성
04756172-n	Noun	probability	개연성
04762633-n	Noun	particularity, specialness	특수성, 특이성
04762915-n	Noun	specificity	특수성, 특이성
04763147-n	Noun	specificity	특수성, 특이성
04763293-n	Noun	individuation, individuality, individualism	질, 됨됨이
04763650-n	Noun	uniqueness, singularity	특이성, 독자성
04763925-n	Noun	peculiarity, speciality, specialty, specialness, distinctiveness	특수성, 특이성
04764741-n	Noun	commonness, commonality	공통성
04765355-n	Noun	prevalence	성행, 유행
04765586-n	Noun	currency	유행, 통용
04766059-n	Noun	simpleness, simplicity	단순성
04766275-n	Noun	complexity, complexness	복잡성
04767805-n	Noun	periodicity, cyclicity	주기성
04768028-n	Noun	regular_recurrence, rhythm	주기성
04769049-n	Noun	uniformity	동일성
04769456-n	Noun	invariability, evenness	불변성
04771738-n	Noun	spasticity	경직성
04776699-n	Noun	immovability, immovableness	부동
04777852-n	Noun	firmness, steadiness	부동
04778401-n	Noun	stability, stableness	안정성, 부동, 안정
04779336-n	Noun	enjoyableness	즐거움
04782878-n	Noun	believability, credibility, credibleness	신빙성
04783247-n	Noun	legitimacy, authenticity, genuineness	정당성, 신빙성, 확실성
04783445-n	Noun	real_stuff, real_mccoy, real_thing	진짜
04783567-n	Noun	validity, rigor, cogency, rigour	정당성, 타당성
04784978-n	Noun	rationality, rationalness	합리성
04786490-n	Noun	simplicity, simmpleness	단순성
04789274-n	Noun	ostentation	가식
04789613-n	Noun	virtu, vertu	우수성
04790942-n	Noun	perniciousness, toxicity	독성
04795545-n	Noun	everydayness, commonness, commonplaceness	공통성
04798365-n	Noun	singularity	특이성
04799133-n	Noun	ethnicity	민족성
04800359-n	Noun	originality	독창성
04802198-n	Noun	correctness, rightness	정당성
04802907-n	Noun	accuracy, truth	확실성
04803430-n	Noun	exactness, exactitude	엄정, 정확
04803880-n	Noun	preciseness, precision	정확
04806655-n	Noun	distinction	특색, 특징
04807050-n	Noun	merit, deservingness, meritoriousness	가격
04808639-n	Noun	popularity	대중성
04809453-n	Noun	validity, validness	타당성
04813540-n	Noun	breeding, gentility, genteelness	됨됨이
04817280-n	Noun	grossness, vulgarism, coarseness, vulgarity, commonness, raunch	공통성
04824977-n	Noun	implicitness	내포
04825114-n	Noun	equivocalness, ambiguity	모호성
04827957-n	Noun	sin, wickedness, sinfulness	간사, 죄악
04828255-n	Noun	impiety, impiousness	무례
04828485-n	Noun	undutifulness	불효
04828925-n	Noun	humaneness	인정
04829182-n	Noun	humanity	마음, 인정, 인간미, 인간성
04829550-n	Noun	compassion, pity	동정심, 연민, 인정, 애정, 동정, 정, 마음
04829764-n	Noun	forgivingness, kindness	마음
04829922-n	Noun	lenity, mildness, lenience, leniency	사정
04830689-n	Noun	brutality, ferociousness, savagery, viciousness	사악
04831031-n	Noun	unmercifulness, mercilessness	추상
04831727-n	Noun	generousness, generosity	관인, 후덕, 관용, 아량, 도량, 국량, 관대
04832244-n	Noun	bounty, bounteousness	관대
04832518-n	Noun	liberality, liberalness	도량, 후덕, 관용, 아량, 관인, 관대
04832716-n	Noun	largess, munificence, largesse, openhandedness, magnanimity	관인, 관용, 관대, 아량, 국량, 도량
04838210-n	Noun	cheek, nerve, brass, face, boldness	면
04839154-n	Noun	fairness, equity	정당성, 공정성
04839676-n	Noun	inequity, unfairness	부정, 불공정, 비위
04840011-n	Noun	kindness	덕, 마음, 인간미
04840285-n	Noun	benevolence	자비심, 인덕, 호의
04840405-n	Noun	charity, brotherly_love	형제애, 자비, 동포애
04840537-n	Noun	beneficence	선행
04840715-n	Noun	grace_of_god, free_grace, grace	혜택, 은총, 기품, 은혜, 덕택, 품격, 품위
04840981-n	Noun	graciousness, benignancy, benignity	관인
04841358-n	Noun	thoughtfulness, consideration, considerateness	동정심, 온정, 아량, 사정, 마음, 전의
04843875-n	Noun	perceptiveness	눈치
04844478-n	Noun	tin_ear	음치
04846770-n	Noun	morality	인륜, 윤리
04847298-n	Noun	moral_excellence, virtuousness, virtue	덕, 선, 덕성, 미덕
04847482-n	Noun	virtue	덕, 선, 덕성
04847733-n	Noun	natural_virtue	인덕
04848383-n	Noun	saintliness	고결
04849241-n	Noun	goodness, good	인덕, 선, 덕, 성품, 선량
04849759-n	Noun	chastity, sexual_morality, virtue	정절, 순결, 기절, 지조, 동정
04849972-n	Noun	honour, pureness, purity, honor	절의, 순결, 기절, 면
04850117-n	Noun	justice, justness	공정성
04850341-n	Noun	right, rightfulness	시, 바르다, 정의
04850589-n	Noun	immorality	불의, 패륜
04850996-n	Noun	degeneracy, depravation, putrefaction, depravity, corruption	패륜
04852088-n	Noun	evilness, evil	간사, 악, 사악
04852750-n	Noun	ugliness, wickedness, nefariousness, vileness	부정, 악, 사악
04852962-n	Noun	filthiness	부정
04853765-n	Noun	wrongdoing, error	책임, 원죄, 과실, 악행
04853873-n	Noun	frailty, vice	부정, 사악, 악, 사도
04854389-n	Noun	injustice, unjustness	부정, 불의, 비위, 불법, 불공정, 무법
04854604-n	Noun	wrongfulness, wrong	불가, 부정, 불의, 비위, 불법, 무례, 무법
04856460-n	Noun	dangerousness	위험성
04857083-n	Noun	courage, courageousness, braveness, bravery	무용, 성깔, 담, 용맹, 용감, 심장, 담력
04857490-n	Noun	nerve, heart, spunk, mettle	담, 심장, 마음, 용감, 담력
04857738-n	Noun	valiancy, heroism, valiance, valorousness, gallantry, valour, valor	무용, 용맹, 용감
04858089-n	Noun	intrepidity, dauntlessness	용맹
04858785-n	Noun	hardiness, boldness, daring, hardihood	심장, 용감, 담력
04859449-n	Noun	temerity, audaciousness, audacity	넉살, 철면피
04859636-n	Noun	shamelessness, brazenness	넉살
04859816-n	Noun	gutsiness, pluckiness, pluck	담, 심장, 담력
04864200-n	Noun	purpose, determination	결의, 작심, 결심, 결단
04864515-n	Noun	persistence, pertinacity, tenacity, persistency, tenaciousness, doggedness, perseverance	개방성, 지속성, 끈기
04866671-n	Noun	unpredictability, volatility	휘발성
04867871-n	Noun	falseness, hollowness, insincerity	경박, 불성실
04869106-n	Noun	honour, honor	면
04874672-n	Noun	dishonesty	부정, 불성실
04875352-n	Noun	fraudulence, deceit	부정, 기만
04875468-n	Noun	jobbery	부정
04876053-n	Noun	untruthfulness	경박, 불성실
04876888-n	Noun	cunning	간사
04876985-n	Noun	fidelity, faithfulness	지조
04877264-n	Noun	constancy	지조, 불변성
04877530-n	Noun	trueness, loyalty	충성, 정충, 충신, 충절
04877938-n	Noun	allegiance, fealty	충성, 정충, 충절
04878101-n	Noun	nationalism, patriotism	보국, 충성
04881369-n	Noun	simpleness, simplicity, simple_mindedness	단순성
04886881-n	Noun	self-worth, dignity, self-regard, self-respect	면
04887912-n	Noun	arrogance, high-handedness, lordliness, hauteur, haughtiness	전자, 거만, 불손
04888703-n	Noun	hubris	거만
04891184-n	Noun	caution, circumspection	신중, 자중
04892344-n	Noun	objectivity, objectiveness	객관성
04892544-n	Noun	subjectivity, subjectiveness	주관성
04894807-n	Noun	profligacy, extravagance, prodigality	과용, 허비, 호사, 낭비, 사치
04894964-n	Noun	waste, wastefulness, thriftlessness	소모, 허비, 탕진, 낭비
04895246-n	Noun	trustfulness, trustingness, trust	신, 신뢰, 믿, 신용
04895773-n	Noun	distrustfulness, distrust, mistrust	불신
04895979-n	Noun	suspicion, suspiciousness	피의, 혐의, 의혹, 의심, 의아, 시의
04897762-n	Noun	demeanor, behavior, deportment, demeanour, conduct, behaviour	처신, 소행, 행실, 행위, 법, 행적, 행세, 짓, 행동거지, 소위, 품행
04898087-n	Noun	manners	행세, 행동거지, 행실
04899201-n	Noun	correctness	정당성
04903813-n	Noun	calm, calmness, equanimity, composure	유연
04904352-n	Noun	serenity, quiet, tranquility, placidity, tranquillity, repose	진정, 안정, 유연
04904851-n	Noun	uneasiness, unease, disquiet	근심, 걱정
04906273-n	Noun	obedience	순종, 복종
04906471-n	Noun	submissiveness	순종, 복종
04907020-n	Noun	passivity, passiveness	음성, 수동성
04910135-n	Noun	personal_manner, manner	거조, 몸가짐, 용의, 태도, 짓, 법
04910377-n	Noun	mien, comportment, presence, bearing	용의, 태도, 행동거지, 거조, 몸가짐
04910684-n	Noun	dignity, lordliness, gravitas	면
04912732-n	Noun	courtesy, good_manners	애교
04913839-n	Noun	respect, respectfulness, deference	공경, 존경, 숭상, 경의
04914292-n	Noun	discourtesy, rudeness	불순
04915687-n	Noun	disrespect, contempt	천시, 멸시, 능욕, 모욕, 경멸
04915866-n	Noun	gall, cheekiness, impertinence, insolence, crust, freshness, impudence	방자
04916342-n	Noun	property	질, 성상, 속성
04917870-n	Noun	device_characteristic, characteristic	형질
04921417-n	Noun	background	전력, 바탕, 근본, 이력
04921900-n	Noun	breeding, training, education	교양, 소양
04924103-n	Noun	age	나, 연령, 나이, 춘추, 연륜
04927632-n	Noun	agedness, senescence	고령
04927792-n	Noun	senility	노령, 고령
04927890-n	Noun	longevity, seniority	연장
04928585-n	Noun	juvenility, youthfulness, youth	묘령
04928903-n	Noun	fashion, style, mode, manner, way	방도, 방법, 도리, 길, 수단, 투, 모양, 법, 패션, 풍조, 방식, 수법, 체
04929976-n	Noun	treatment	요법
04930478-n	Noun	form	예식, 폼, 형, 체형, 범절, 형태, 저당, 서식, 모양, 체, 형체, 형상, 형용, 예법
04930632-n	Noun	life-style, lifestyle, life_style, modus_vivendi	생활양식
04931733-n	Noun	wise	방법, 바람
04931965-n	Noun	structure	골조, 구성, 구조, 규모, 기구
04932278-n	Noun	architecture, computer_architecture	구조
04933363-n	Noun	framework, fabric	골조, 기구, 뼈, 구조
04933544-n	Noun	physical_composition, make-up, composition, constitution, makeup	바탕
04934546-n	Noun	consistence, body, consistency, eubstance	바탕
04938228-n	Noun	softness	유연성, 유연
04940496-n	Noun	permeability, permeableness	통기성
04942869-n	Noun	disposition	질, 성벽
04943154-n	Noun	aptness, propensity	성벽
04943464-n	Noun	predisposition	성벽
04944048-n	Noun	inclination, tendency	성벽
04944513-n	Noun	negativity, electronegativity	음성
04945530-n	Noun	greed	허욕, 욕심, 탐심, 과욕, 탐욕
04945758-n	Noun	covetousness, avarice, cupidity, avariciousness	허욕, 욕심, 탐심, 과욕, 탐욕
04945942-n	Noun	possessiveness	욕정
04946078-n	Noun	acquisitiveness	욕심
04952120-n	Noun	highlighting, highlight	하이라이트
04953186-n	Noun	flash	속성
04953380-n	Noun	light, twinkle, spark, sparkle	빛, 생기, 불
04954683-n	Noun	sheen, shininess, luster, lustre	길, 윤택
04956594-n	Noun	colour, colouring, coloring, color	톤, 색상, 색채, 배색, 색조, 컬러, 빛깔, 채색, 색칠, 물, 색
04957176-n	Noun	primary_color, primary_colour	원색
04959230-n	Noun	tincture, shade, tone, tint	톤, 색상, 색채, 색조, 빛깔, 채색, 색
04959567-n	Noun	undertone, tinge	색채, 빛깔, 색조, 색상, 색
04959672-n	Noun	spectral_colour, chromatic_colour, spectral_color, chromatic_color	무채색
04960079-n	Noun	achromatic_color, achromatic_colour	무채색
04960277-n	Noun	blackness, black, inkiness	흑색
04960582-n	Noun	jet_black, sable, soot_black, ebony, coal_black, pitch_black	칠흑
04960729-n	Noun	white, whiteness	눈빛, 백, 순백, 백색
04961691-n	Noun	greyness, grey, gray, grayness	회색
04962062-n	Noun	ash_grey, ash_gray, silver_grey, silver_gray, silver	은빛, 은색, 회백색, 은회색
04962689-n	Noun	tattletale_grey, tattletale_gray	회백색
04962784-n	Noun	red, redness	주홍색, 노랑, 적색, 불빛, 붉, 빨강, 파랑, 주
04963449-n	Noun	carmine, cardinal	진홍색
04963588-n	Noun	ruby, crimson, deep_red	진홍색
04964443-n	Noun	cherry_red, cherry, cerise	선홍색
04964977-n	Noun	vermilion, scarlet, orange_red	선홍색, 주홍색, 주, 주색
04965179-n	Noun	orangeness, orange	파랑, 오렌지색, 노랑
04965451-n	Noun	reddish_orange	주홍색
04965661-n	Noun	yellow, yellowness	파랑, 황색, 노랑
04966240-n	Noun	gold, amber	황금색, 주황색
04966543-n	Noun	maize, lemon_yellow, lemon, gamboge	담황색
04966841-n	Noun	ochre, ocher	황토색
04967094-n	Noun	greenish_yellow	녹황색
04967191-n	Noun	greenness, green, viridity	녹색, 노랑, 청색, 신록, 그린, 파랑
04968257-n	Noun	pea_green, paris_green, chartreuse, yellowish_green, yellow_green	녹황색, 황록색
04968426-n	Noun	bluish_green, teal, blue_green	물빛
04968749-n	Noun	jade_green, jade	옥색
04968895-n	Noun	blue, blueness	파랑, 푸른빛, 노랑, 청색
04969242-n	Noun	sky-blue, azure, sapphire, cerulean, lazuline	옥색, 하늘빛
04969617-n	Noun	prussian_blue	감청
04969703-n	Noun	dark_blue, navy_blue, navy	감색, 감청
04969798-n	Noun	turquoise, aquamarine, cobalt_blue, greenish_blue, aqua, peacock_blue	물빛, 물, 하늘빛
04969952-n	Noun	purplish_blue, royal_blue	남색
04970059-n	Noun	purpleness, purple	자색, 자줏빛, 보랏빛, 자
04970398-n	Noun	indigo	파랑, 남색, 노랑
04970758-n	Noun	reddish_blue, violet	노랑, 보라색, 자색, 보랏빛, 파랑, 자
04970916-n	Noun	pink	연분홍, 핑크, 도색, 분홍빛, 분홍색
04971313-n	Noun	rosiness, rose	도색
04971820-n	Noun	coral	주홍색
04971928-n	Noun	brownness, brown	브라운, 다갈색, 갈색, 흙빛
04973020-n	Noun	topaz, tan	황갈색
04973110-n	Noun	dun, fawn, greyish_brown, grayish_brown	암갈색, 회갈색
04973386-n	Noun	venetian_red, burnt_sienna, mahogany, reddish_brown, sepia	흑갈색, 암갈색, 다갈색, 적갈색, 대자
04973957-n	Noun	caramel, raw_sienna, caramel_brown, buff, yellowish_brown	황갈색, 고색
04974145-n	Noun	puce	암갈색
04974463-n	Noun	olive_drab, drab	황갈색
04974859-n	Noun	ultramarine	감청
04975739-n	Noun	complementary_color, complementary	여색
04975988-n	Noun	coloration, colouration	색채, 채색, 정색, 배색
04976319-n	Noun	pigmentation	염색
04976952-n	Noun	skin_colour, skin_color, complexion	혈색, 낯빛, 살빛, 형색
04977247-n	Noun	fairness, blondness, paleness	공정성
04978371-n	Noun	whiteness	백색
04978792-n	Noun	protective_coloration	보호색
04980008-n	Noun	scent, odor, odour, olfactory_property, smell, aroma	향기, 취기, 내, 구린내, 향내, 악취, 냄새, 방향
04980463-n	Noun	bouquet, redolence, fragrancy, fragrance, sweetness	유향, 냄새, 향기, 방향, 향내
04980920-n	Noun	body_odour, body_odor, b.o.	체취, 암내
04981139-n	Noun	sound	소리, 잡음, 반향, 음향, 울림, 음성, 여운, 가락
04981781-n	Noun	unison	공명
04981941-n	Noun	voice	음성, 목소리
04984180-n	Noun	harmony	화성
04984351-n	Noun	consonance, harmoniousness	화성
04987620-n	Noun	quality, timbre, timber, tone	바탕, 질, 음성
04991738-n	Noun	meter, metre, time	성상
05005064-n	Noun	physiology	생리
05009921-n	Noun	volatility	휘발성
05015117-n	Noun	cold, coldness, low_temperature, frigidity, frigidness	춥, 한기
05015463-n	Noun	iciness, gelidity, chill	한기
05015678-n	Noun	nip, chilliness, coolness	한기
05016753-n	Noun	warmness, warmth	온기, 온난
05018103-n	Noun	luminousness, luminance, brightness_level, light, luminosity, brightness	발광
05018542-n	Noun	illuminance, illumination	조사, 조명
05018785-n	Noun	luminescence, glow	발광
05021151-n	Noun	springiness, give, spring	탄력
05024616-n	Noun	body	바탕
05030680-n	Noun	power, mightiness, might	동력, 파워, 전력, 힘, 세력, 출력
05031012-n	Noun	validity, hardiness, robustness, lustiness	타당성
05032193-n	Noun	fortitude	참을성
05032351-n	Noun	gumption, guts, backbone, moxie, grit, sand	심장, 성깔, 담력
05033906-n	Noun	immunity	면역성
05035353-n	Noun	strength, force, forcefulness	강도
05035820-n	Noun	momentum, impulse	타성
05036237-n	Noun	strenuosity, athleticism	활동성
05036394-n	Noun	intensiveness, intensity	강도, 크기
05036715-n	Noun	badness, severeness, severity	성질, 추상, 엄중, 불량
05037394-n	Noun	emphasis, vehemence	강조, 강도, 역설
05037813-n	Noun	fury, fierceness, wildness, violence, furiousness, ferocity, vehemence	난폭, 대로, 분통, 화증
05038251-n	Noun	savageness, savagery	야만, 만성
05039819-n	Noun	neutrality	중립성
05041871-n	Noun	enervation	무기력
05042138-n	Noun	slackness, inanition, lethargy, lassitude	무기력
05046009-n	Noun	timing	시간, 때, 타이밍, 시기
05046471-n	Noun	coming, approaching, approach	도달, 내도, 당도
05048833-n	Noun	overlap	병행
05049930-n	Noun	futurity	미래
05050668-n	Noun	contemporaneity, modernness, modernism, contemporaneousness, modernity	현대성
05051896-n	Noun	lengthiness, protraction, prolongation, continuation	지연, 연장
05053215-n	Noun	permanence, permanency	불변성
05053688-n	Noun	enduringness, strength, durability, lastingness	지속성
05054130-n	Noun	persistence, continuity	개방성, 지속성
05058140-n	Noun	swiftness, speed, fastness	지속, 스피드, 속도, 급속도, 템포, 속력
05058580-n	Noun	pace, rate	진도, 양, 스피드, 속도, 보조, 페이스, 템포, 속력, 보도, 구속
05058893-n	Noun	beat	장단, 박자, 면
05059017-n	Noun	fleetness	진도
05059132-n	Noun	celerity, speediness, rapidness, quickness, rapidity	급속도
05059830-n	Noun	expedition, dispatch, expeditiousness, despatch	발
05060052-n	Noun	promptness, promptitude	급속도
05060476-n	Noun	precipitousness, precipitateness, abruptness, precipitance, suddenness, precipitancy	돌연
05062370-n	Noun	procrastination, dilatoriness	지연
05064037-n	Noun	contour, form, shape, conformation, configuration	폼, 형, 체형, 모양, 윤곽, 형태, 형체, 형상, 외형, 형용
05064541-n	Noun	topography	지리, 지형, 지세
05068080-n	Noun	inclination, tilt, lean, leaning, list	기울, 연기
