# synset_id	lemma	example
10151133-n	고객	～에게 친절을 다하라. 많은 ～이 찾는 갖가지 상품들.
10153414-n	자식	뭐 그런 ～이 다 있어.
10153414-n	것	젊은 ～들. 너 같은 ～이. 그까짓 ～이 무얼 안다고.
10153414-n	사람	～을 기르다. ～이 되다. 된 ～.
10153414-n	놈	암 ～. 큰 ～. 무슨 ～의 얘기가 그렇게도 길까. 망할 ～의 세상.
10153414-n	놈	～은 낮잠을 자고 있다. 고약한 ～.
10156726-n	통치자	강력한 ～. ～가 바뀐다. ～를 잃었다.
10157744-n	바보	그는 ～ 같지만 ～는 아니다.
10157744-n	놈	암 ～. 큰 ～. 무슨 ～의 얘기가 그렇게도 길까. 망할 ～의 세상.
10162991-n	두목	불한당의 ～. 도둑의 ～.
10162991-n	주임	연구 ～.
10167361-n	가중	나는 경성 홍 판서의 친첩 소생 길동이러니, ～ 천대를 받지 않으려 하여 사해팔방으로 정처 없이 다니더니….
10175507-n	도적	～이 났다. ～을 잡다. ～을 맞다.
10182913-n	인간	～의 존엄성. ～의 본성은 착한 것이라고도 하고 악한 것이라고도 한다.
10182913-n	사람	～을 기르다. ～이 되다. 된 ～.
10187491-n	마담	다방 ～. 술집 ～. 여관 ～.
10188226-n	도둑	～이 들다. ～을 잡다.
10188226-n	도적	～이 났다. ～을 잡다. ～을 맞다.
10193967-n	남편	～ 공경.
10193967-n	부군	～께서 하시는 일은 잘 되시는지요?
10194231-n	전부	～ 가져갔다 ～ 다 말하여라.
10197525-n	바보	그는 ～ 같지만 ～는 아니다.
10197525-n	등신	저런 ～이 무슨 일을 한다고?
10200781-n	사람	～을 기르다. ～이 되다. 된 ～.
10200781-n	인물	점잖은 ～. 하찮은 ～.
10221040-n	곰	야, 이 ～아, 이런 것도 모르겠니?
10221312-n	어릿광대	권문 거족들은 흥선을 한때의 ～로 여기었다.
10230097-n	칸	징기스 ～. 차가타이 ～.
10235549-n	떨거지	그 집도 ～가 많다.
10236304-n	입	～이 많다.
10236304-n	떨거지	그 집도 ～가 많다.
10236304-n	울	그 사람은 ～이 세다.
10236663-n	부계	～ 사회.
10236946-n	떨거지	그 집도 ～가 많다.
10237196-n	입	～이 많다.
10237935-n	바보	그는 ～ 같지만 ～는 아니다.
10241300-n	사방	～은 쥐 죽은 듯이 고요했다.
10243137-n	부인	가정 ～. 중년 ～.
10243137-n	마님	안방 ～. ～께서 드옵신다. ～, 쇤네 대령이옵니다.
10246913-n	도둑	～이 들다. ～을 잡다.
10247358-n	여인	성숙한 ～.
10250527-n	비전문가	이렇게 세밀한 일을 ～에게 맡겨서는 안된다.
10260706-n	인생	가엾은 ～.
10271677-n	귀족	～ 출신.
10278128-n	어멈	순이 ～.
10278128-n	어머니	고아들의 ～.
10278128-n	어미	어찌 편협한 말을 발하야 ～ 간장을 사르나뇨.
10278128-n	어머니	저희들의 ～가 되어 주십시오, ～. ～, 안녕하십니까? 저는 만수 친구입니다.
10278128-n	어머니	금례 ～.
10278128-n	어머니	음악의 ～. 필요는 발명의 ～.
10279778-n	부인	가정 ～. 중년 ～.
10285313-n	남아	～ 대장부. ～가 하는 일을 아녀자가 가로막다니….
10285313-n	소년	한 ～ 여자 홀로 앉아 울거늘….
10287213-n	대장부	～가 갈 길. ～로 태어나다. ～의 기개. ～ 살림살이.
10287213-n	인간	～의 존엄성. ～의 본성은 착한 것이라고도 하고 악한 것이라고도 한다.
10287213-n	사람	～을 기르다. ～이 되다. 된 ～.
10287213-n	남아	～ 대장부. ～가 하는 일을 아녀자가 가로막다니….
10288516-n	대장부	～가 갈 길. ～로 태어나다. ～의 기개. ～ 살림살이.
10288516-n	인간	～의 존엄성. ～의 본성은 착한 것이라고도 하고 악한 것이라고도 한다.
10288516-n	사람	～을 기르다. ～이 되다. 된 ～.
10288516-n	인	삼십 ～.
10288516-n	인물	점잖은 ～. 하찮은 ～.
10288763-n	대장부	～가 갈 길. ～로 태어나다. ～의 기개. ～ 살림살이.
10288763-n	인간	～의 존엄성. ～의 본성은 착한 것이라고도 하고 악한 것이라고도 한다.
10288763-n	사람	～을 기르다. ～이 되다. 된 ～.
10288763-n	인	삼십 ～.
10288763-n	인물	점잖은 ～. 하찮은 ～.
10289039-n	인간	～의 존엄성. ～의 본성은 착한 것이라고도 하고 악한 것이라고도 한다.
10289039-n	인	삼십 ～.
10289039-n	사람	～을 기르다. ～이 되다. 된 ～.
10289039-n	인물	점잖은 ～. 하찮은 ～.
10289176-n	인간	～의 존엄성. ～의 본성은 착한 것이라고도 하고 악한 것이라고도 한다.
10289176-n	사람	～을 기르다. ～이 되다. 된 ～.
10292052-n	거부	～가 되다.
10298482-n	전문가	농업 ～.
10298482-n	선생	이 방면에는 김씨가 ～이지요.
10306279-n	매체	정보 ～.
10307234-n	대원	등산 ～. 탐사대 ～.
10307234-n	단원	소년단 ～.
10307234-n	성원	～ 미달.
10323529-n	부인	가정 ～. 중년 ～.
10323529-n	씨	내가 무어 그것한테 정을 두고 그러는 줄 알아? ～나 하나 볼까 해서 그러지.
10323752-n	아낙네	해가 뜨기 전에 벌써 ～들은 밭에 김을 매러 호미를 들고 집을 나선다.
10332385-n	어멈	순이 ～.
10332385-n	어머니	고아들의 ～.
10332385-n	어미	어찌 편협한 말을 발하야 ～ 간장을 사르나뇨.
10332385-n	어머니	저희들의 ～가 되어 주십시오, ～. ～, 안녕하십니까? 저는 만수 친구입니다.
10332385-n	어머니	금례 ～.
10332385-n	어머니	음악의 ～. 필요는 발명의 ～.
10335679-n	이목구비	～가 뚜렷한 얼굴.
10335679-n	입	～을 다물다(벌리다). ～에서 나오지 않는 말.
10335679-n	입	～이 많다.
10335679-n	아가리	가 싸다. ～가 광주리 만해도 그런 소리는 못 한다.
10335801-n	입	～이 많다.
10344443-n	사람	～을 기르다. ～이 되다. 된 ～.
10344443-n	인물	점잖은 ～. 하찮은 ～.
10358794-n	바보	그는 ～ 같지만 ～는 아니다.
10375214-n	아비	～ 없이 자라서 버릇없다는 말을 듣지나 말아야 할텐데. ～ 말을 듣지 않으면 어찌 내 집 사람일 수 있겠느냐?
10379620-n	사람	～을 기르다. ～이 되다. 된 ～.
10389398-n	주인	짐 ～.
10396337-n	비렁뱅이	～ 신세.
10399491-n	양친	～ 부모 모셔다가 천년 만년 살고지고.
10402417-n	짝	～을 구하다.
10405229-n	거장	20세기 영화사의 ～.
10405229-n	대가	서예의 ～. 물리학의 ～.
10405229-n	명수	장기의 ～. 바이올린의 ～.
10405540-n	아버지	우리 ～.
10407726-n	고객	～에게 친절을 다하라. 많은 ～이 찾는 갖가지 상품들.
10412910-n	귀족	～ 출신.
10417424-n	사람	～을 기르다. ～이 되다. 된 ～.
10417424-n	인물	점잖은 ～. 하찮은 ～.
10417682-n	사람	～을 기르다. ～이 되다. 된 ～.
10417682-n	인물	점잖은 ～. 하찮은 ～.
10439851-n	선수	야구 ～. 육상 ～.
10443170-n	도적	～이 났다. ～을 잡다. ～을 맞다.
10464542-n	입	～이 많다.
10476086-n	포로	～ 교환. ～로 잡혀갔다. 전쟁 ～.
10476331-n	포로	～ 교환. ～로 잡혀갔다. 전쟁 ～.
10476467-n	신병	～에게 훈련을 시키다.
10476467-n	신병	하늘이 ～을 보내서 난을 평정하였다.
10484858-n	검사	～는 각자가 국가를 대표하여 검찰권을 행사하는 독립 관청이다.
10496393-n	바보	그는 ～ 같지만 ～는 아니다.
10512372-n	신병	～에게 훈련을 시키다.
10512372-n	신병	하늘이 ～을 보내서 난을 평정하였다.
10529231-n	거부	～가 되다.
10533013-n	사람	～을 기르다. ～이 되다. 된 ～.
10534586-n	도둑	～이 들다. ～을 잡다.
10534586-n	도적	～이 났다. ～을 잡다. ～을 맞다.
10541229-n	통치자	강력한 ～. ～가 바뀐다. ～를 잃었다.
10546062-n	도적	～이 났다. ～을 잡다. ～을 맞다.
10555430-n	망나니	아무도 ～ 같은 그를 거들떠보려 하지 않았다.
10557517-n	바보	그는 ～ 같지만 ～는 아니다.
10560352-n	교원	중등 ～. 대학 ～. ～ 양성.
10575463-n	인	삼십 ～.
10582746-n	인간	～의 존엄성. ～의 본성은 착한 것이라고도 하고 악한 것이라고도 한다.
10582746-n	사람	～을 기르다. ～이 되다. 된 ～.
10597889-n	부인	가정 ～. 중년 ～.
10597889-n	마님	안방 ～. ～께서 드옵신다. ～, 쇤네 대령이옵니다.
10599354-n	바보	그는 ～ 같지만 ～는 아니다.
10599806-n	가수	민요 ～. 오페라 ～. 인기 ～.
10613996-n	여인	성숙한 ～.
10613996-n	가인	절대 ～. ～ 재자. 깁부채가 둥글둥글 밝은 달 같아 ～의 옥수로 밝고 맑음을 다투더라.
10621140-n	놈	암 ～. 큰 ～. 무슨 ～의 얘기가 그렇게도 길까. 망할 ～의 세상.
10621140-n	놈	～은 낮잠을 자고 있다. 고약한 ～.
10621514-n	놈	암 ～. 큰 ～. 무슨 ～의 얘기가 그렇게도 길까. 망할 ～의 세상.
10624074-n	남아	～ 대장부. ～가 하는 일을 아녀자가 가로막다니….
10624074-n	남아	～가 태어났다. ～를 낳았다.
10624074-n	자식	～도 참 착하기도 하지!
10624074-n	자식	뭐 그런 ～이 다 있어.
10624074-n	아이	이제 ～가 제법 어른스러워졌다.
10624074-n	새끼	이 ～야.
10624310-n	가수	민요 ～. 오페라 ～. 인기 ～.
10632576-n	전문가	농업 ～.
10641301-n	신병	～에게 훈련을 시키다.
10641301-n	신병	하늘이 ～을 보내서 난을 평정하였다.
10641755-n	간첩	～ 활동. ～ 신고. ～을 색출하다.
10644598-n	직원	동료 ～. ～을 늘리다.
10656120-n	성인	흔히 스무 살이 되면 ～으로 대접한다.
10656120-n	인간	～의 존엄성. ～의 본성은 착한 것이라고도 하고 악한 것이라고도 한다.
10656120-n	사람	～을 기르다. ～이 되다. 된 ～.
10656120-n	인	삼십 ～.
10656120-n	어른	기석이는 목소리도 크고 하는 짓도 의젓해졌으니 ～이 다 되었단 말야.
10656120-n	어른	그 ～ 덕택에 우리도 살 만 하게 되었지.
10656120-n	인물	점잖은 ～. 하찮은 ～.
10667187-n	바보	그는 ～ 같지만 ～는 아니다.
10668666-n	주체	사람은 역사의 ～이다.
10669991-n	종	주와 ～을 가리다. 주가 되는 것과 ～이 되는 것.
10680153-n	대역	～ 배우. ～으로 나오다.
10680153-n	대	자네가 내 ～로 다녀오게.
10680153-n	대리	은행 ～. 지점장 ～.
10680153-n	대신	회장 ～으로 총무가 참석했다. 자네가 그 어른 ～이니 실수 없도록.
10682953-n	사랑	～, ～, 내 ～아, 어화 둥둥 내 ～아.
10695917-n	전문가	농업 ～.
10696251-n	전문가	농업 ～.
10696251-n	기사	건축 ～.
10699262-n	인간	～의 존엄성. ～의 본성은 착한 것이라고도 하고 악한 것이라고도 한다.
10700201-n	사람	～을 기르다. ～이 되다. 된 ～.
10700640-n	사람	～을 기르다. ～이 되다. 된 ～.
10707804-n	도둑	～이 들다. ～을 잡다.
10707804-n	도적	～이 났다. ～을 잡다. ～을 맞다.
10734129-n	바보	그는 ～ 같지만 ～는 아니다.
10743941-n	부인	가정 ～. 중년 ～.
10745332-n	인간	～의 존엄성. ～의 본성은 착한 것이라고도 하고 악한 것이라고도 한다.
10745332-n	사람	～을 기르다. ～이 되다. 된 ～.
10757193-n	방문객	～이 줄을 잇다.
10757193-n	손	우리 집에는 늘 ～이 끊이지 아니한다. 길 가는 ～도 어떨 때는 묵고 간다.
10757193-n	손	～이 왔다. ～을 청했다. 이 방에서는 ～이 묵고 있다.
10757193-n	손	～이 많이 드나드니 장사도 잘 되겠다.
10757193-n	손	그 여관에 ～이 많아서 이리로 왔습니다.
10758713-n	가수	민요 ～. 오페라 ～. 인기 ～.
10759543-n	사람	～을 기르다. ～이 되다. 된 ～.
10764719-n	담당자	～를 불러 오다. 이 일의 ～가 누구냐?
10771392-n	여객	부산으로 떠날 ～들로 온통 붐비었다.
10771392-n	나그네	강나루 지나서 / 밀밭 길을 / 구름에 달 가듯이 / 가는 ～
10780632-n	안사람	술 빚는 일 따위는 제 ～에게 부탁하십시오.
10780632-n	부인	가정 ～. 중년 ～.
10780632-n	아낙네	해가 뜨기 전에 벌써 ～들은 밭에 김을 매러 호미를 들고 집을 나선다.
10780632-n	사람	～을 기르다. ～이 되다. 된 ～.
10780632-n	지어미	누군가의 ～가 될 몸으로서 행실을 단정히 함이 도리이거늘.
10787470-n	여인	성숙한 ～.
10787470-n	여류	～ 문학. ～ 소설. ～ 화가. ～ 문사. ～ 시인. ～ 비행가.
10787470-n	부인	가정 ～. 중년 ～.
10787470-n	아낙네	해가 뜨기 전에 벌써 ～들은 밭에 김을 매러 호미를 들고 집을 나선다.
10802507-n	신병	～에게 훈련을 시키다.
10802507-n	신병	하늘이 ～을 보내서 난을 평정하였다.
11410625-n	끝	일에 ～을 보다 시작이 있으면 ～이 있는 법이다. 일이 ～도 나기 전에.
11410625-n	귀결	당연한 ～.
11410625-n	보람	애쓴 ～이 있다. 일한 ～도 없다.
11410625-n	열매	땀 흘린 보람의 ～. 민족 갱생의 ～.
11411610-n	끝	일에 ～을 보다 시작이 있으면 ～이 있는 법이다. 일이 ～도 나기 전에.
11412727-n	변모	새로운 ～.
11412727-n	변천	말의 ～. 세상의 ～. 시대의 ～.
11412727-n	이상	결심한 ～ 해내야 한다. 사람으로 태어난 ～ 무엇인가 사명을 지녔을 것이다.
11412727-n	변화	자연의 ～. 물리적 ～. 양적 ～. ～가 무쌍하다. ～를 일으킨다.
11412727-n	변동	기후의 ～. 물가의～. ～이 심하다. ～을 막는다.
11412727-n	변조	주파수 ～.
11414608-n	바람	술 ～에 할말을 다했다.
11414608-n	영향	～을 받다. ～을 주다.
11414608-n	반영	여론의 ～.
11414608-n	반향	～을 일으키다. ～이 좋다. 입후보자들의 연설을 듣고 난 시민들의 ～은 어떠한가.
11415492-n	바람	술 ～에 할말을 다했다.
11417129-n	반응	～을 보이다. ～이 빠르다(무디다).
11418460-n	수	～가 좋다. ～가 트이다.
11418460-n	행	～인지 불행인지.
11418460-n	땡	옳다, ～이다.
11418460-n	다행	이만한 것도 ～으로 알게. 참, 천만 ～이군요. 불행 중 ～이다.
11418460-n	신수	～ 불길. ～가 나쁘다.
11418460-n	운명	그 아무도 몇 분 후의 ～도 헤아릴 수 없는 채로.
11418460-n	팔자	～가 좋다. ～가 나쁘다.
11418460-n	기운	～을 타고나다.
11418460-n	운수	～대통.
11426914-n	반발력	탄압이 세면 셀수록 ～은 강해진다.
11427067-n	후광	대부분의 탱화나 성화에서는 인물 뒤에 ～이 빠지지 않는다.
11427842-n	불행	～을 이기다. ～을 한탄한다.
11427842-n	액	～을 막다. 다섯 번 죽은 ～을 지내고 전생 죄를 속한 후 인간 영화를 보시리이다.
11427842-n	불운	～을 딛고 일어선다. ～에 운다.
11427842-n	비운	사업의 잇단 실패, 어머니의 병환 등으로 경수는 아주 ～에 빠져 버렸다.
11427842-n	비운	겨레의 ～. 일수가 나빠 그만 ～을 당하셨습니다.
11428023-n	살	구김～. 눈～. 이맛～. 주름～.
11428023-n	빛	～과 그림자. ～이 환하다. ～을 비추다. ～의 삼원색은 빨강, 초록, 파랑이다.
11428023-n	선	～을 긋다. 곧은 ～. ～을 치다.
11428023-n	선	～이 부드럽다. ～이 선명하다.
11431754-n	산들바람	～이 나뭇가지를 흔들며 불어 와서 시원하다.
11432632-n	산들바람	～이 나뭇가지를 흔들며 불어 와서 시원하다.
11448343-n	동풍	～이 건듯 부니 물결이 절로 인다.
11456462-n	날씨	～가 고르다. ～가 풀린다. ～가 좋다. 궂은 ～. 더운(추운) ～. 맑은(흐린) ～.
11458314-n	안개	～가 끼다. ～가 걷히다. 도대체 어디로 사라졌는지, ～ 속에서 구름 날아간 자리였다.
11458624-n	힘	물의 ～. 불의 ～.
11458624-n	힘	～이 세다. ～을 내다. ～을 쓰다. 강한 ～.
11461825-n	강풍	～을 받아 배는 미끄러지듯 하류로 내려갔다.
11462013-n	강풍	～을 받아 배는 미끄러지듯 하류로 내려갔다.
11463371-n	빛	～과 그림자. ～이 환하다. ～을 비추다. ～의 삼원색은 빨강, 초록, 파랑이다.
11463544-n	빛	～과 그림자. ～이 환하다. ～을 비추다. ～의 삼원색은 빨강, 초록, 파랑이다.
11463746-n	수	～가 좋다. ～가 트이다.
11463746-n	대운	～이 뻗쳤다. ～을 만났다.
11463746-n	행	～인지 불행인지.
11463746-n	다행	이만한 것도 ～으로 알게. 참, 천만 ～이군요. 불행 중 ～이다.
11463746-n	만행	～으로 하나쯤 얻어걸릴지 아느냐.
11463746-n	요행	～을 바라다.
11465017-n	바람	선풍기 ～.
11466043-n	열기	～를 뿜다.
11466043-n	열기	～에 데다.
11466701-n	염천	삼복 ～.
11467786-n	백열	쇠는 1,500℃～1,600℃에 이르면 ～을 낸다.
11467786-n	빛	～과 그림자. ～이 환하다. ～을 비추다. ～의 삼원색은 빨강, 초록, 파랑이다.
11472503-n	적외선	～ 감광필름. ～ 건조. ～검출기. ～ 암시장치.
11472820-n	적외선	～ 감광필름. ～ 건조. ～검출기. ～ 암시장치.
11473291-n	생명	～과 바꿀 수 있는 귀중한 것이 어디에 있겠는가?
11473291-n	목숨	～이 붙어 있다.
11473291-n	목숨	～이 아깝다. ～을 구하다.
11473954-n	빛	～과 그림자. ～이 환하다. ～을 비추다. ～의 삼원색은 빨강, 초록, 파랑이다.
11473954-n	후광	대부분의 탱화나 성화에서는 인물 뒤에 ～이 빠지지 않는다.
11482706-n	안개	～가 끼다. ～가 걷히다. 도대체 어디로 사라졌는지, ～ 속에서 구름 날아간 자리였다.
11501381-n	비	～가 내리다. ～ 오다. ～가 그치다. ～를 긋다. ～를 맞는다.
11501381-n	빗발	봄비 치고는 ～이 제법 굵다.
11501649-n	빗방울	한차례 소나기가 지나간 뒤 잎사귀에 맺혀있는 ～들은 마치 푸른 소반 위의 진주알들 같았다. 저녁에 집을 나서는데 제법 굵은 ～이 후두둑 떨어졌다.
11501737-n	억수	장마철이라고 하지만 이렇게 ～로 쏟아지는 비는 처음일세.
11501737-n	폭풍우	～가 휘몰아친다. ～를 뚫고 달려 나간다.
11502102-n	억수	장마철이라고 하지만 이렇게 ～로 쏟아지는 비는 처음일세.
11502102-n	큰비	올해는 ～가 없어서 대풍이오. ～가 지다.
11502497-n	소나기	～가 한 줄기 내렸다. ～를 맞았다.
11503287-n	굴곡	～이 많았던 생활.
11506349-n	섬광	～이 빛나다.
11508382-n	눈	～이 내린다. ～이 녹는다. ～을 맞는다. ～을 뭉친다.
11511176-n	백반	～ 대책. ～ 사항. ～의 준비.
11511327-n	백반	～ 대책. ～ 사항. ～의 준비.
11514008-n	동풍	～이 건듯 부니 물결이 절로 인다.
11514805-n	힘	물의 ～. 불의 ～.
11514805-n	힘	～이 세다. ～을 내다. ～을 쓰다. 강한 ～.
11524662-n	기후	～ 변화.
11524662-n	날씨	～가 고르다. ～가 풀린다. ～가 좋다. 궂은 ～. 더운(추운) ～. 맑은(흐린) ～.
11524662-n	날	～이 궂다. ～이 좋다.
11524662-n	기상	～ 개황. ～ 조건.
11525955-n	바람	선풍기 ～.
11678199-n	대	～가 굵게 자랐다.
11678635-n	난소	～ 임신. ～ 종양.
11680032-n	구멍	～을 내다(파다). ～이 뚫리다. 바늘 ～. 연탄 ～.
11683989-n	종자	보리 ～. 돼지 ～. 무슨 곡식과 실과든지 ～가 좋아야 열매가 좋게 되는 법인 고로….
11683989-n	씨앗	사랑을 눈물의 ～이라고 한 유행가도 있다.
11683989-n	뒤꿈치	양말 ～가 헤진다. ～가 찢어진 고무신.
11950345-n	국화	～는 가을의 꽃이다. 서리를 맞고 피는 ～는 흔히 곧은 절개로 비유된다. 매화, ～, 대, 난초를 일러 사군자라 한다.
12141385-n	곡물	～ 시장.
12141495-n	곡물	～ 시장.
12143676-n	곡물	～ 시장.
12144117-n	곡물	～ 시장.
12157056-n	씨	～를 뿌리다.
12157056-n	씨	～ 없는 수박. 살구 ～를 발라 내다.
12157056-n	뒤꿈치	양말 ～가 헤진다. ～가 찢어진 고무신.
12695975-n	전단	～ 기사.
12741792-n	전단	～ 기사.
12907465-n	담배	～를 피우다. ～ 연기가 독하다. ～는 건강에 나쁘다.
12997919-n	버섯	～을 따다.
13090594-n	수염	～이 길다. ～을 깎다.
13111504-n	그루터기	소나무 ～. 벼의 ～에서 싹이 났다.
13125117-n	뿌리	～가 내린다. ～를 뻗는다.
13125117-n	뿌리	어금니 ～. 머리카락의 ～.
13129165-n	대	～가 굵게 자랐다.
13131516-n	살	～이 많은 복숭아.
13133613-n	이삭	～을 줍다.
13133613-n	이삭	벼 ～.
13135832-n	씨	～를 뿌리다.
13135832-n	씨	～ 없는 수박. 살구 ～를 발라 내다.
13135832-n	뒤꿈치	양말 ～가 헤진다. ～가 찢어진 고무신.
13154077-n	전단	～ 기사.
13154190-n	마디	한 ～도 묻지 않았다. 노래 한 ～ 부르다.
13164583-n	움	～이 돋다.
13165086-n	움	～이 돋다.
13166044-n	마디	한 ～도 묻지 않았다. 노래 한 ～ 부르다.
13166191-n	마디	한 ～도 묻지 않았다. 노래 한 ～ 부르다.
13249699-n	대지	～ 면적.
13250048-n	용지	～ 정리. 공장 ～. 주택 ～.
13250048-n	대지	～ 면적.
13254805-n	이득	～을 보다.
13254805-n	득	～이 되면 되었지, 손해될 건 없다. ～을 보다.
13254805-n	잇속	그 놈은 제 ～만 차리려는 감발저뀌야.
13254805-n	얻다	며느리(사위)를 ～. 남편을(아내를) ～. 늘그막에 얻은 아들.
13254805-n	얻다	도움을 ～. 신임을 ～. 인심을 ～. 좋은 반응을 ～. 국민의 지지를 ～. /승낙을 ～. 양해를 ～. 허가를 ～. /때(기회)를 ～.
13254805-n	얻다	승리를 ～. 발언권을 ～. 천하를 ～.
13254805-n	플러스	～ 되다. 그 일은 네게 ～가 될 것이다.
13254805-n	이익	지금 듣는 대안의 염불 한 마디가 얼마나 더 ～이 컸을까.
13254805-n	영리	～단체. ～를 취하다.
13254805-n	이	～가 남다.
13255145-n	소득	～이 많다. 높은 ～.
13255145-n	이익	지금 듣는 대안의 염불 한 마디가 얼마나 더 ～이 컸을까.
13258362-n	잇속	그 놈은 제 ～만 차리려는 감발저뀌야.
13258362-n	이득	～을 보다.
13258362-n	득	～이 되면 되었지, 손해될 건 없다. ～을 보다.
13258362-n	소득	～이 많다. 높은 ～.
13258362-n	플러스	～ 되다. 그 일은 네게 ～가 될 것이다.
13258362-n	이익	지금 듣는 대안의 염불 한 마디가 얼마나 더 ～이 컸을까.
13258362-n	영리	～단체. ～를 취하다.
13258362-n	이	～가 남다.
13259917-n	이득	～을 보다.
13259917-n	이익	지금 듣는 대안의 염불 한 마디가 얼마나 더 ～이 컸을까.
13259917-n	이	～가 남다.
13260190-n	잇속	그 놈은 제 ～만 차리려는 감발저뀌야.
13260190-n	이득	～을 보다.
13260190-n	득	～이 되면 되었지, 손해될 건 없다. ～을 보다.
13260190-n	타다	복을 ～. 슬픈 운명을 타고 태어났다. 때를 잘 타야한다.
13260190-n	차지	아이들 ～가 더 많다. 이 집은 네 ～다. 나머지 몫은 우리들 ～로 돌아왔다.
13260190-n	이익	지금 듣는 대안의 염불 한 마디가 얼마나 더 ～이 컸을까.
13260190-n	잡다	패권을 ～. 정권을 ～. 그가 종로를 잡고 있다.
13260190-n	차지	시어머니는 안방 ～가 귀찮다며 건넌방으로 물러나셨다.
13260190-n	이	～가 남다.
13260645-n	돈	～이 꽤 나갈 물건. ～을 치른다. 비싼 ～ 주고 산 책.
13260762-n	귀	～ 달린 만 원.
13260762-n	이익	지금 듣는 대안의 염불 한 마디가 얼마나 더 ～이 컸을까.
13260762-n	연	윤 황후는 아홉 살 된 딸과 핏덩이 원자를 세상에 남긴 채 길이 이 세상과 ～을 끊어 버렸다.
13262913-n	유물	이 가방이라는 것도 십여 년 전 학생 시대의 ～이다. 선생님이 남기신 ～.
13268146-n	상품	～을 받다.
13268146-n	상	～을 받다. ～을 주다. ～을 타다.
13268146-n	상	경제～. 교제～. 역사～. 절차～. 체면～.
13268484-n	덤	～으로 사과 한 개를 더 받았다.
13270373-n	제물	나는 내 목숨이 나라와 겨레를 위한 ～이 된다면 언제라도 이 몸을 바칠 각오가 되어 있다.
13271797-n	덤	～으로 사과 한 개를 더 받았다.
13272712-n	덤	～으로 사과 한 개를 더 받았다.
13275495-n	경비	여행～. 환영회～. ～가 많이 든다.
13275495-n	경비	～절감. 사업～.
13275495-n	비용	～이 많이 나다. ～을 쓰다. ～을 책정하다.
13275847-n	경비	여행～. 환영회～. ～가 많이 든다.
13275847-n	경비	～절감. 사업～.
13275847-n	실비	～로 제공한다.
13275847-n	줄	～을 대다. 저 사람은 ～이 좋다.
13275847-n	용	이번 일에 ～이 너무 많이 들었다.
13275847-n	비용	～이 많이 나다. ～을 쓰다. ～을 책정하다.
13277886-n	경비	여행～. 환영회～. ～가 많이 든다.
13277886-n	경비	～절감. 사업～.
13277886-n	비용	～이 많이 나다. ～을 쓰다. ～을 책정하다.
13278375-n	비용	～이 많이 나다. ～을 쓰다. ～을 책정하다.
13279262-n	급료	～를 받다. ～를 주다.
13279262-n	월급	～ 봉투.
13279262-n	봉급	～을 타다. ～을 올리다.
13279262-n	삯	～을 받고 일하다.
13279262-n	보수	～가 많다. ～를 적게 받다.
13280658-n	급료	～를 받다. ～를 주다.
13280658-n	봉급	～을 타다. ～을 올리다.
13283764-n	보수	～가 많다. ～를 적게 받다.
13283764-n	상	경제～. 교제～. 역사～. 절차～. 체면～.
13284356-n	보수	～가 많다. ～를 적게 받다.
13285176-n	차지	시어머니는 안방 ～가 귀찮다며 건넌방으로 물러나셨다.
13285176-n	차지	아이들 ～가 더 많다. 이 집은 네 ～다. 나머지 몫은 우리들 ～로 돌아왔다.
13285973-n	부분	～과 전체. 이 ～이 가장 중요한 대목입니다. 그 쪽 ～을 고쳐 주시오.
13286524-n	차지	시어머니는 안방 ～가 귀찮다며 건넌방으로 물러나셨다.
13286524-n	차지	아이들 ～가 더 많다. 이 집은 네 ～다. 나머지 몫은 우리들 ～로 돌아왔다.
13286640-n	차지	시어머니는 안방 ～가 귀찮다며 건넌방으로 물러나셨다.
13286640-n	차지	아이들 ～가 더 많다. 이 집은 네 ～다. 나머지 몫은 우리들 ～로 돌아왔다.
13286801-n	연줄	아무개의 ～로 회사에 들어온 사람.
13286801-n	관계	～ 회사. 경제 ～. 외교 ～.
13289159-n	차지	시어머니는 안방 ～가 귀찮다며 건넌방으로 물러나셨다.
13289159-n	차지	아이들 ～가 더 많다. 이 집은 네 ～다. 나머지 몫은 우리들 ～로 돌아왔다.
13289467-n	차지	시어머니는 안방 ～가 귀찮다며 건넌방으로 물러나셨다.
13289467-n	차지	아이들 ～가 더 많다. 이 집은 네 ～다. 나머지 몫은 우리들 ～로 돌아왔다.
13289744-n	차지	시어머니는 안방 ～가 귀찮다며 건넌방으로 물러나셨다.
13289744-n	차지	아이들 ～가 더 많다. 이 집은 네 ～다. 나머지 몫은 우리들 ～로 돌아왔다.
13290676-n	구제	～ 사범학교. ～ 대학.
13290991-n	구제	～ 사범학교. ～ 대학.
13299804-n	구제	～ 사범학교. ～ 대학.
13302001-n	생활비	～를 규모 있게 쓰다.
13303315-n	사이	아는 ～. 가까이 지내는 ～. 의가 좋은 ～.
13303315-n	손	그의 ～에 들어가지 않게 해야 한다. 그의 ～으로 넘어갔다.
13303315-n	줄	～을 대다. 저 사람은 ～이 좋다.
13303315-n	해	내 ～. 네～. 뉘 ～.
13303315-n	의	형제의 ～를 맺다.
13306870-n	대전	놀부는…제 부모 제사를 지내어도 제물은 아니 장만하고 ～으로 놓고 지내는데, 편 값이면 편 값이라, 과실 값이면 과실 값이라 각각 써서 벌여 놓고….
