# synset_id	(argument	case_particle)*	lemma
00720063-v	00007846-n	이/가	07262579-n	을/를	기다리다
00720063-v	00007846-n	이/가	09882007-n	을/를	기다리다
00720063-v	00007846-n	이/가	02550868-v	을/를	기다리다
00720063-v	00007846-n	이/가	00093483-n	을/를	기다리다
00720063-v	00004258-n	이/가	07262579-n	을/를	기다리다
00720063-v	00004258-n	이/가	00007846-n	을/를	기다리다
00720063-v	00007846-n	이/가	13583030-n	을/를	기다리다
00720063-v	00007846-n	이/가	07199565-n	을/를	기다리다
00720063-v	00004258-n	이/가	02550868-v	을/를	기다리다
00829107-v	00007846-n	이/가	05660268-n	을/를	가르치다
00829107-v	00931852-v	이/가	00870577-v	을/를	가르치다
00829107-v	00007846-n	이/가	04942869-n	을/를	가르치다
00829107-v	00007846-n	이/가	00007846-n	을/를	가르치다
00829107-v	06502378-n	이/가	00870577-v	을/를	가르치다
00829107-v	00007846-n	이/가	05996646-n	을/를	가르치다
00829107-v	00007846-n	이/가	04931733-n	을/를	가르치다
00829107-v	06636524-n	이/가	00870577-v	을/를	가르치다
00829107-v	06502378-n	이/가	06714420-n	을/를	가르치다
00829107-v	00931852-v	이/가	06714420-n	을/를	가르치다
00829107-v	00007846-n	이/가	05815517-n	을/를	가르치다
00829107-v	00932636-v	이/가	00870577-v	을/를	가르치다
00829107-v	00007846-n	이/가	06282651-n	을/를	가르치다
00829107-v	00932324-v	이/가	00870577-v	을/를	가르치다
00829107-v	06636524-n	이/가	06714420-n	을/를	가르치다
00829107-v	00007846-n	이/가	04928903-n	을/를	가르치다
00829107-v	00932324-v	이/가	06714420-n	을/를	가르치다
00829107-v	00932636-v	이/가	06714420-n	을/를	가르치다
00829107-v	05920791-n	이/가	00870577-v	을/를	가르치다
00829107-v	07301336-n	이/가	06714420-n	을/를	가르치다
00829107-v	00007846-n	이/가	03082979-n	을/를	가르치다
00829107-v	07301336-n	이/가	00870577-v	을/를	가르치다
00829107-v	02471690-v	이/가	06714420-n	을/를	가르치다
00829107-v	05920791-n	이/가	06714420-n	을/를	가르치다
00829107-v	02471690-v	이/가	00870577-v	을/를	가르치다
00830188-v	00007846-n	이/가	05660268-n	을/를	가르치다
00830188-v	00931852-v	이/가	00870577-v	을/를	가르치다
00830188-v	00007846-n	이/가	04942869-n	을/를	가르치다
00830188-v	00007846-n	이/가	00007846-n	을/를	가르치다
00830188-v	06502378-n	이/가	00870577-v	을/를	가르치다
00830188-v	00007846-n	이/가	05996646-n	을/를	가르치다
00830188-v	00007846-n	이/가	04931733-n	을/를	가르치다
00830188-v	06636524-n	이/가	00870577-v	을/를	가르치다
00830188-v	06502378-n	이/가	06714420-n	을/를	가르치다
00830188-v	00931852-v	이/가	06714420-n	을/를	가르치다
00830188-v	00007846-n	이/가	05815517-n	을/를	가르치다
00830188-v	00932636-v	이/가	00870577-v	을/를	가르치다
00830188-v	00007846-n	이/가	06282651-n	을/를	가르치다
00830188-v	00932324-v	이/가	00870577-v	을/를	가르치다
00830188-v	06636524-n	이/가	06714420-n	을/를	가르치다
00830188-v	00007846-n	이/가	04928903-n	을/를	가르치다
00830188-v	00932324-v	이/가	06714420-n	을/를	가르치다
00830188-v	00932636-v	이/가	06714420-n	을/를	가르치다
00830188-v	05920791-n	이/가	00870577-v	을/를	가르치다
00830188-v	07301336-n	이/가	06714420-n	을/를	가르치다
00830188-v	00007846-n	이/가	03082979-n	을/를	가르치다
00830188-v	07301336-n	이/가	00870577-v	을/를	가르치다
00830188-v	02471690-v	이/가	06714420-n	을/를	가르치다
00830188-v	05920791-n	이/가	06714420-n	을/를	가르치다
00830188-v	02471690-v	이/가	00870577-v	을/를	가르치다
00830257-n	00007846-n	이/가	03309808-n	을/를	입다
00830257-n	00007846-n	이/가	14759722-n	을/를	입다
00830257-n	00007846-n	이/가	04453666-n	을/를	입다
00830257-n	00007846-n	이/가	03051540-n	을/를	입다
00830257-n	00007846-n	이/가	02854739-n	을/를	입다
00830257-n	00007846-n	이/가	03419014-n	을/를	입다
00830257-n	00007846-n	이/가	02728440-n	을/를	입다
00867983-n	00007846-n	이/가	05564590-n	을/를	07528470-n	으로//에	떨다
00867983-n	10158756-n	이/가	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	07514345-n	으로//에	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	01774136-v	으로//에	떨다
00867983-n	00007846-n	이/가	떨다
00867983-n	08438533-n	이/가	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	00758335-n	으로//에	떨다
00867983-n	11672269-n	이/가	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	07546465-n	으로//에	떨다
00867983-n	04301140-n	이/가	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	07542675-n	으로//에	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	07538395-n	으로//에	떨다
00867983-n	03636649-n	이/가	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	01827619-v	으로//에	떨다
00867983-n	01009821-v	이/가	05255578-n	을/를	떨다
00867983-n	11669335-n	이/가	떨다
00867983-n	08646787-n	이/가	떨다
00867983-n	10595647-n	이/가	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	14477342-n	으로//에	떨다
00867983-n	00007846-n	이/가	10285313-n	을/를	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	01805113-v	으로//에	떨다
00867983-n	05933246-n	이/가	떨다
00867983-n	07950418-n	이/가	떨다
00867983-n	13984944-n	이/가	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	07549716-n	으로//에	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	01260867-n	으로//에	떨다
00867983-n	00007846-n	이/가	05564590-n	을/를	14441714-n	으로//에	떨다
00867983-n	00007846-n	이/가	05547508-n	을/를	떨다
00867983-n	00007846-n	이/가	05305806-n	을/를	14440488-n	으로//에	떨다
00867983-n	02159955-n	이/가	05309965-n	을/를	떨다
